,,,,Leaf 1,,,Leaf 2,,,Leaf 3,,,Leaf 4,,,Leaf 5,,,Leaf 6,,,Leaf 7,,,Leaf 8,,,Leaf 9,,,Leaf 10,,,Leaf 11,,,Leaf 12,,,Leaf 13,,,Leaf 14,,,Leaf 15,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-13_01-59-09_10086800,0.878699,TRUE,0.0657546,-0.357143,52.3821,175.039,-0.33953,49.0829,-16.889,-0.26908,30.0364,154.896,-0.171233,28.3868,14.8136,-0.108611,18.565,43.3498,-0.106654,49.903,-74.1682,-0.106654,27.9824,-155.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-16_01-59-17_10273800,0.87914,FALSE,0.094624,-0.364971,52.5938,170.767,-0.333659,52.766,-23.715,-0.333659,1.13073,39.6079,-0.272994,32.2499,156.604,-0.159491,18.0318,-8.46427,-0.157534,32.5946,35.597,-0.118395,23.2825,56.4391,-0.10274,45.849,-29.3402,-0.0988258,47.457,-167.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-11_02-03-41_9974000,0.864552,TRUE,0.0976515,-0.417808,167.811,-55.57,-0.370842,71.1455,10.572,-0.343444,49.6089,101.692,-0.31409,48.7129,12.4182,-0.263209,37.2251,102.206,-0.206458,33.7451,-2.29595,-0.0577299,28.1201,53.4424,-0.0518591,22.8619,-28.7917,-0.0499021,23.576,-143.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-13_02-03-36_10087000,0.86926,FALSE,0.0560726,-0.370842,57.8609,-105.633,-0.312133,50.513,-114.11,-0.261252,33.2636,-13.5891,-0.226027,38.5456,-122.999,-0.181018,63.3884,-35.7756,-0.181018,51.9267,-23.5308,-0.055773,28.284,-154.802,0.106654,38.3734,-59.5543,0.106654,18.001,72.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-16_02-03-44_10274000,0.860806,FALSE,0.109467,-0.374755,56.3289,-93.1628,-0.349315,51.1926,1.37077,-0.310176,51.4086,-96.8304,-0.271037,42.8499,10.512,-0.220157,36.1215,-92.9303,-0.181018,29.4096,15.2275,-0.181018,15.5533,13.4086,-0.132094,28.4576,-132.434,-0.0283757,24.1133,4.13502,-0.0283757,19.5796,-145.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-11_02-05-54_9974100,0.892288,FALSE,0.0668234,-0.3591,59.7878,-167.978,-0.337573,32.0694,20.9874,-0.300391,46.8181,-160.747,-0.265166,31.3411,43.0142,-0.226027,43.4188,-134.197,-0.157534,42.3615,-129.838,-0.157534,13.1066,-27.8876,-0.0146771,43.698,-5.16972,-0.0146771,40.2954,-60.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-13_02-05-51_10087100,0.88867,FALSE,0.0781555,-0.368885,32.6329,-35.0982,-0.337573,62.0144,161.138,-0.308219,23.584,-41.3936,-0.278865,56.8766,172.315,-0.241683,21.0534,2.08441,-0.206458,57.5175,154.543,-0.171233,29.4918,136.32,-0.0851272,59.6643,159.897,-0.0851272,12.383,85.0463,0.245597,71.4819,-36.7865,0.245597,77.3592,-7.71457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-16_02-05-58_10274100,0.897488,FALSE,0.146771,-0.341487,51.4839,-6.69671,-0.327789,45.3146,167.429,-0.319961,12.4616,156.017,-0.316047,34.4959,58.0223,-0.306262,41.7407,-18.557,-0.304305,12.6692,-47.7944,-0.272994,46.9858,-179.506,-0.265166,36.5329,5.45829,-0.22407,24.7061,127.113,-0.214286,23.5821,-38.3565,-0.192759,16.8719,112.251,-0.17319,51.3641,157.327,-0.17319,41.2334,-153.322,-0.149706,35.0131,-12.0918,-0.136008,29.8462,-16.4336,-0.112524,4.49684,34.397,-0.110568,43.4499,176.74,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-335-JS161-231_2018-04-11_02-08-08_9974200,0.8404,FALSE,0.127637,-0.433464,71.8952,-41.8125,-0.402153,61.5225,-157.059,-0.402153,22.8901,-101.929,-0.378669,50.0581,-33.5039,-0.353229,27.1932,157.269,-0.253425,51.0861,-48.8942,-0.175147,23.7797,-22.9631,-0.0909981,43.1403,-93.0434,-0.0909981,18.6837,-148.641,-0.0459883,57.3258,-147.017,-0.0459883,56.0572,-145.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-335-JS161-231_2018-04-13_02-08-04_10087200,0.853282,FALSE,0.122415,-0.435421,79.1416,-53.7281,-0.415851,48.0923,179.892,-0.380626,55.0528,-46.5856,-0.3591,23.5836,121.626,-0.323875,22.8147,-8.19258,-0.31409,49.6141,-61.2461,-0.31409,21.5346,-27.9806,-0.196673,31.8423,-86.6605,-0.141879,27.1517,-173.777,-0.0518591,35.4577,-91.328,-0.0518591,28.0477,-23.7882,0.15362,85.0404,-175.409,0.15362,64.3067,171.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-335-JS161-231_2018-04-16_02-08-12_10274200,0.813223,FALSE,0.117954,-0.445205,48.3031,-0.483476,-0.415851,57.7294,-151.988,-0.38454,44.5057,-20.9794,-0.361057,34.4171,174.169,-0.239726,46.0482,-23.7327,-0.202544,33.1931,-65.8107,-0.0146771,69.3192,-141.185,0.0205479,61.1513,-141.818,0.130137,47.0474,-134.041,0.132094,65.8159,-121.657,0.141879,46.6538,-82.4514,0.145793,35.6514,-37.7189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-11_02-10-21_9974300,0.86555,TRUE,0.0360312,-0.378669,67.0542,12.8741,-0.351272,154.264,172.082,-0.341487,89.2919,-68.533,-0.300391,51.0793,-155.228,-0.259295,59.6293,-23.7525,-0.214286,33.6347,-145.802,-0.192759,37.8096,-18.3089,-0.190802,26.9697,179.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-13_02-10-17_10087300,0.871519,TRUE,0.0756152,-0.343444,60.5924,-13.6566,-0.302348,68.8298,-172.931,-0.255382,50.9079,-29.562,-0.226027,62.9636,-173.699,-0.175147,28.301,-29.0232,-0.171233,54.3946,150.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-16_02-10-25_10274300,0.872187,TRUE,0.0614182,-0.38454,73.5508,-3.06358,-0.3591,152.23,170.882,-0.304305,56.3458,-150.648,-0.267123,72.4406,-11.9696,-0.241683,64.1006,-176.305,-0.177104,49.3863,-12.1752,-0.112524,37.2766,127.445,-0.112524,38.9212,-2.61287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-11_02-12-35_9974400,0.867268,TRUE,0.0725128,-0.376712,69.2098,-171.407,-0.363014,63.4401,-2.78896,-0.343444,54.187,-175.59,-0.304305,49.7059,9.5262,-0.239726,30.1528,161.888,-0.171233,27.8673,0.51263,-0.171233,24.1441,144.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-13_02-12-31_10087400,0.866057,TRUE,0.0604123,-0.378669,69.3624,150.078,-0.363014,66.3654,-37.3039,-0.345401,55.2584,147.37,-0.296477,54.4068,-29.1804,-0.282779,41.2933,138.874,-0.229941,34.527,-35.0784,-0.155577,31.2029,91.4843,-0.151663,17.9263,4.70211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-16_02-12-39_10274400,0.869419,FALSE,0.0713951,-0.378669,68.2588,167.415,-0.364971,64.1826,-44.4077,-0.345401,57.5412,160.536,-0.304305,65.1656,-20.392,-0.286693,51.6186,158.156,-0.276908,63.6198,-20.88,-0.175147,18.1035,51.5625,-0.17319,30.2425,124.226,-0.161448,38.031,20.0005,-0.161448,17.1038,118.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-11_02-14-49_9974500,0.861141,TRUE,0.068939,-0.374755,53.2762,108.358,-0.361057,64.4918,-50.1705,-0.343444,38.3934,104.678,-0.292564,33.0916,-38.9195,-0.263209,57.0489,124.301,-0.192759,52.3198,-79.7513,-0.192759,49.0991,-162.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-13_02-14-45_10087500,0.79666,TRUE,0.144258,-0.376712,53.9942,139.134,-0.361057,66.9015,-13.0329,-0.349315,40.1832,133.08,-0.298434,38.97,0.172777,-0.294521,19.3165,52.16,-0.276908,59.2657,164.032,-0.239726,45.3023,-32.3353,-0.222113,27.4413,120.616,-0.157534,47.4345,-123.409,-0.157534,49.9543,-70.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-16_02-14-56_10274500,0.715419,TRUE,0.199954,-0.400196,62.0098,57.975,-0.368885,67.2017,-54.9425,-0.3591,42.3618,77.8457,-0.306262,44.0281,-29.2013,-0.298434,58.2658,121.969,-0.272994,36.9658,24.505,-0.271037,44.4365,-61.8947,-0.226027,51.3705,-173.746,-0.151663,40.1119,-107.989,-0.151663,42.1664,-162.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-11_02-17-02_9974600,0.840456,TRUE,0.0286277,-0.433464,38.4845,7.84522,-0.351272,52.7204,104.737,-0.341487,53.5299,-28.6055,-0.294521,39.5878,-47.251,-0.294521,33.4067,167.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-13_02-16-59_10087600,0.849809,FALSE,0.060444,-0.353229,53.3547,88.1661,-0.319961,58.3172,-29.5721,-0.319961,63.6584,7.66277,-0.282779,37.0132,153.867,-0.233855,51.1782,-49.459,-0.233855,16.3882,148.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-16_02-17-10_10274600,0.861822,FALSE,0.0547246,-0.435421,16.3051,61.7432,-0.349315,56.9192,65.276,-0.325832,64.6854,-22.4249,-0.323875,72.52,1.69847,-0.296477,32.0857,139.121,-0.241683,62.4066,-32.746,-0.184932,46.2836,-28.3465,-0.182975,45.2685,129.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-11_02-19-16_9974700,0.836192,TRUE,0.0429192,-0.439335,65.602,-2.75523,-0.40411,51.0653,-150.631,-0.361057,39.7487,-14.3532,-0.310176,37.4586,-160.842,-0.263209,33.0081,-153.372,-0.263209,35.9382,3.67533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-13_02-19-13_10087700,0.846886,TRUE,0.187326,-0.406067,35.912,147.76,-0.3591,39.8905,-80.9132,-0.308219,33.5212,-61.9649,-0.308219,39.2669,126.259,-0.233855,38.0594,136.136,-0.233855,13.154,104.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-16_02-19-27_10274700,0.863738,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-11_02-21-30_9974800,0.863788,TRUE,0.0425608,-0.419765,31.2954,72.7121,-0.382583,38.6048,-160.26,-0.351272,38.6007,23.9177,-0.28865,26.8594,161.957,-0.249511,36.7991,35.6448,-0.181018,40.2574,162.642,-0.155577,14.8409,-26.3606,-0.15362,3.99057,19.3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-13_02-21-28_10087800,0.86558,FALSE,0.0533066,-0.400196,43.3349,104.61,-0.374755,48.2269,173.872,-0.337573,44.9012,25.7183,-0.298434,9.04159,60.5741,-0.282779,29.0023,153.732,-0.282779,15.7422,-174.375,-0.263209,37.3017,32.2826,-0.212329,41.2377,164.103,-0.139922,18.5966,-19.3595,-0.139922,28.504,-146.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-16_02-21-40_10274800,0.882021,TRUE,0.089764,-0.439335,30.9907,117.528,-0.398239,40.2779,163.401,-0.345401,38.4441,31.585,-0.300391,28.8772,166.722,-0.265166,34.853,40.1056,-0.227984,41.6945,174.319,-0.14775,23.0883,-2.89703,-0.143836,24.5763,-148.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-11_02-23-44_9974900,0.87609,FALSE,0.0508053,-0.382583,43.7826,-14.0513,-0.3591,45.9907,-177.058,-0.306262,27.089,-178.716,-0.302348,30.7719,-5.23115,-0.298434,28.9713,101.248,-0.145793,43.5639,-165.646,-0.143836,31.6749,-132.121,-0.132094,33.4609,-91.8679,-0.130137,40.6655,-52.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-13_02-23-42_10087900,0.881735,TRUE,0.0702596,-0.382583,50.8427,-14.3566,-0.357143,39.7789,175.025,-0.343444,37.4828,-12.3666,-0.308219,21.9489,-173.06,-0.19863,40.7109,-46.3815,-0.149706,31.1581,-60.2606,-0.118395,16.9233,-145.805,-0.116438,28.2308,-136.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-16_02-23-54_10274900,0.899155,FALSE,0.0857938,-0.398239,56.8688,23.6836,-0.396282,38.9842,7.53241,-0.366928,28.9988,-166.626,-0.343444,47.8228,7.83834,-0.33953,32.7512,67.4175,-0.259295,41.4961,94.6613,-0.222113,14.6637,68.6947,-0.208415,45.9594,-14.5143,-0.188845,15.6825,-92.2646,-0.177104,18.2068,-91.559,-0.177104,38.6887,-16.3108,-0.132094,23.1054,-113.945,-0.132094,17.5385,-140.791,-0.126223,25.187,-104.294,-0.124266,21.6947,-125.303,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-11_02-25-57_9975000,0.847381,TRUE,0.0775406,-0.366928,48.9799,-41.8602,-0.341487,39.1825,-34.2256,-0.212329,28.228,-177.787,-0.212329,43.2485,-26.2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-13_02-25-56_10088000,0.854752,TRUE,0.0814429,-0.372798,36.3985,176.316,-0.3591,51.8586,19.6378,-0.341487,40.9562,33.4731,-0.259295,34.1124,25.8478,-0.192759,40.7988,23.6097,-0.192759,29.4912,-150.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-16_02-26-07_10275000,0.834188,TRUE,0.040296,-0.374755,35.2944,142.731,-0.351272,52.2263,-7.3928,-0.349315,39.78,-8.19059,-0.276908,40.7373,-4.92037,-0.235812,40.7332,170.312,-0.137965,41.2103,1.79267,-0.137965,29.112,-152.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-11_02-28-10_9975100,0.848521,TRUE,0.0342885,-0.343444,44.3347,-144.389,-0.292564,38.6885,-155.777,-0.290607,37.6332,63.7644,-0.226027,15.3369,-124.361,-0.177104,21.7408,51.863,-0.17319,9.04622,-139.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-13_02-28-08_10088100,0.854573,TRUE,0.0647273,-0.343444,43.1095,128.073,-0.302348,40.8886,-24.3425,-0.28865,38.4463,116.909,-0.227984,16.4166,103.818,-0.177104,24.7929,-36.055,-0.177104,15.7809,-12.2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-16_02-28-20_10275100,0.847567,FALSE,0.0737694,-0.345401,41.4591,-172.721,-0.308219,41.4387,22.0584,-0.22407,19.8886,-159.478,-0.22407,43.5847,165.073,-0.216243,27.8427,16.8441,-0.0949119,37.4075,109.446,-0.0949119,32.1495,46.1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-11_02-30-24_9975200,0.872182,TRUE,0.0343443,-0.372798,52.401,-61.5513,-0.345401,51.9878,133.966,-0.310176,46.9365,-69.1899,-0.280822,31.9782,128.089,-0.210372,23.8518,-63.3809,-0.116438,32.8226,167.818,-0.114481,35.6891,-100.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-13_02-30-22_10088200,0.866252,TRUE,0.108765,-0.40998,28.8454,-2.06574,-0.386497,49.7364,-36.0931,-0.353229,51.0278,152.062,-0.319961,45.3203,-43.8044,-0.286693,36.039,144.359,-0.239726,25.2037,-41.4793,-0.169276,35.3877,170.404,-0.167319,21.2104,-99.2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-16_02-30-34_10275200,0.879469,TRUE,0.0723276,-0.441292,6.23045,165.339,-0.38454,54.6602,27.3598,-0.361057,67.1372,-162.963,-0.325832,52.5584,0.953501,-0.290607,44.0317,177.007,-0.255382,42.3427,6.12784,-0.229941,41.2798,-164.133,-0.10274,25.7891,-44.2935,-0.10274,26.8894,-108.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-11_02-32-39_9975300,0.859756,TRUE,0.0570879,-0.398239,46.9169,-146.056,-0.368885,50.5286,9.20398,-0.306262,47.9513,-124.061,-0.280822,39.3277,1.00662,-0.186888,41.3461,-38.7846,-0.186888,44.2554,-122.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-13_02-32-36_10088300,0.876602,TRUE,0.0903805,-0.40998,49.0716,134.323,-0.376712,55.7689,-57.4309,-0.33953,17.7827,-84.8867,-0.323875,48.4347,175.842,-0.284736,39.6048,-54.5095,-0.241683,45.6016,157.316,-0.149706,36.5302,-100.444,-0.149706,50.6509,173.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-16_02-32-48_10275300,0.879997,FALSE,0.126734,-0.423679,47.9378,-136.255,-0.380626,49.8995,30.5938,-0.368885,13.5765,141,-0.310176,56.5519,-100.739,-0.310176,25.9308,-108.357,-0.310176,21.8232,-134.328,-0.290607,42.6305,26.0964,-0.263209,49.4413,-123.915,-0.208415,30.8415,9.14713,-0.171233,15.1501,-7.53767,-0.139922,44.6877,-105.665,-0.10274,35.564,-6.62973,-0.10274,22.0244,140.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-347-js254-408_2018-04-11_02-34-52_9975400,0.867108,FALSE,0.0674792,-0.388454,46.7782,162.928,-0.351272,28.3955,-10.6804,-0.333659,11.8939,42.2743,-0.259295,20.0549,-179.524,-0.259295,34.1357,161.656,-0.239726,22.0671,-20.642,-0.202544,22.4845,-47.3513,-0.175147,18.7985,-0.608304,-0.12818,39.5222,-33.0055,-0.12818,9.77956,34.1333,-0.0831703,14.2453,-21.3841,-0.0831703,27.229,-149.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-347-js254-408_2018-04-13_02-34-49_10088400,0.866795,FALSE,0.0754123,-0.453033,24.0948,-178.874,-0.300391,34.8661,-52.838,-0.280822,23.945,41.2146,-0.255382,29.7857,38.0451,-0.206458,45.6723,-149.35,-0.204501,19.5083,-117.282,-0.0655577,14.7031,0.159025,-0.0655577,25.9829,-84.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-347-js254-408_2018-04-16_02-35-04_10275400,0.873366,FALSE,0.0749284,-0.38454,36.2828,-31.0935,-0.282779,32.0008,-39.2912,-0.253425,20.2314,5.19107,-0.186888,26.0465,-176,-0.116438,6.37778,-85.9989,-0.0401174,40.4662,-155.097,-0.0381605,50.1662,164.076,0.0812133,7.02306,-153.843,0.0812133,36.2874,37.3172,0.092955,5.82874,54.4436,0.0949119,14.5683,-166.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-11_02-37-05_9975500,0.884749,TRUE,0.0539848,-0.386497,39.3898,34.7619,-0.370842,40.9218,-165.553,-0.329746,51.5692,34.0893,-0.290607,44.5922,-175.005,-0.231898,47.701,41.8407,-0.177104,45.2398,-168.704,-0.177104,40.7843,34.7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-13_02-37-04_10088500,0.880405,TRUE,0.0489628,-0.370842,39.2535,-39.6685,-0.341487,51.8434,142.767,-0.28865,44.1415,-61.6958,-0.278865,44.7646,147.504,-0.202544,43.9936,-52.1336,-0.149706,42.8049,-175.897,-0.149706,36.3632,-61.9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-16_02-37-17_10275500,0.882289,TRUE,0.0711533,-0.374755,43.4937,-50.5357,-0.347358,48.0246,123.981,-0.286693,49.7672,-65.4879,-0.278865,48.8887,128.797,-0.249511,45.13,-63.5985,-0.188845,14.3867,-11.941,-0.182975,39.6753,165.92,-0.181018,38.7237,-146.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-11_02-39-19_9975600,0.871376,TRUE,0.132524,-0.394325,38.4618,-15.9321,-0.343444,41.6518,163.906,-0.272994,38.1687,-44.3326,-0.202544,31.5594,-46.928,-0.122309,39.3555,-125.033,-0.122309,40.5703,167.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-13_02-39-18_10088600,0.874906,FALSE,0.170894,-0.396282,28.0387,-159.066,-0.363014,53.4851,16.7281,-0.26908,28.6286,153.544,-0.159491,42.8119,18.6172,-0.159491,20.3055,-87.773,-0.132094,47.0315,19.4778,-0.12818,44.1896,66.7707,-0.0596869,38.7907,142.002,-0.0577299,33.1693,148.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-16_02-39-31_10275600,0.833727,FALSE,0.154636,-0.406067,36.8587,8.3339,-0.372798,45.3113,166.289,-0.271037,33.5674,-36.6538,-0.186888,37.1671,-6.70932,-0.120352,37.415,-2.39571,-0.114481,48.2673,170.73,-0.112524,48.6056,-141.051,-0.0870841,63.3964,-96.4063,-0.0870841,30.2741,-34.4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-11_02-41-32_9975700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-13_02-41-31_10088700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-16_02-41-44_10275700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-11_02-43-45_9975800,0.879426,TRUE,0.0664786,-0.390411,48.9025,-143.971,-0.372798,45.0858,-11.5556,-0.341487,38.4266,-4.92561,-0.327789,47.9661,167.833,-0.31409,20.6506,24.6366,-0.241683,25.9781,17.9707,-0.171233,21.3173,-25.3281,-0.157534,27.3554,176.004,-0.151663,29.7469,66.3319,-0.151663,23.6278,-137.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-13_02-43-44_10088800,0.609937,FALSE,0.152617,-0.431507,46.1725,152.283,-0.42955,34.8704,8.20273,-0.425636,42.5729,-6.33268,-0.413894,26.9028,-18.6306,-0.413894,23.2183,136.716,-0.38454,25.8989,-174.814,-0.370842,18.1409,-111.413,-0.366928,32.3004,13.3772,-0.343444,23.7641,-35.2166,-0.341487,32.5612,-121.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-16_02-43-58_10275800,0.677232,FALSE,0.0890357,-0.42955,49.7568,-164.362,-0.427593,23.2216,-179.667,-0.394325,10.2169,-54.824,-0.357143,34.8169,167.441,-0.329746,24.7067,-107.939,-0.329746,21.9963,-21.4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-11_02-45-58_9975900,0.849424,TRUE,0.064133,-0.347358,49.0682,13.5926,-0.343444,43.3101,-160.687,-0.310176,43.2854,4.41286,-0.274951,41.9795,-171.677,-0.237769,42.4636,12.8126,-0.120352,18.7153,132.434,-0.118395,22.9138,76.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-13_02-45-57_10088900,0.854541,TRUE,0.056209,-0.353229,43.1515,-12.7996,-0.347358,40.4746,-31.8591,-0.343444,48.6611,173.518,-0.274951,46.8589,171.017,-0.235812,48.6466,-14.9553,-0.155577,27.1229,133.563,-0.104697,34.047,47.8871,-0.104697,14.8364,123.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
