plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14
4-9-18_Schnable_49-633-js244-392_2018-04-16_01-15-33_10304000,JS244,633,PI_656093,2018-04-16,6cm,68.3305,86.7825,78.1118,77.428,71.4258,67.8604,4.16772,60.1061,23.3401,41.4258,,,,,
4-9-18_Schnable_49-634-js254-408_2018-04-11_01-16-16_10004100,JS254,634,PI_656108,2018-04-11,6cm,29.5606,17.162,32.2721,29.6145,19.8864,35.1681,16.0564,6.71119,48.4702,10.1447,48.1618,53.6195,17.1338,37.0571,
4-9-18_Schnable_49-634-js254-408_2018-04-13_01-17-25_10117100,JS254,634,PI_656108,2018-04-13,6cm,32.8886,14.1373,26.0221,38.2486,28.745,27.8141,56.2443,46.9218,51.9461,17.4069,46.5403,40.7819,,,
4-9-18_Schnable_49-634-js254-408_2018-04-16_01-17-46_10304100,JS254,634,PI_656108,2018-04-16,6cm,30.4855,45.5206,50.1667,55.7039,32.0023,50.5541,14.6778,47.0728,55.8333,47.3042,58.7767,58.5705,,,
4-9-18_Schnable_49-635-js87-124_2018-04-11_01-18-28_10004200,JS87,635,PI_534105,2018-04-11,6cm,78.9848,68.9734,75.3934,80.633,53.6731,24.3895,43.7999,,,,,,,,
4-9-18_Schnable_49-635-js87-124_2018-04-13_01-19-40_10117200,JS87,635,PI_534105,2018-04-13,6cm,82.2786,68.3976,80.3234,73.6228,68.4753,48.0552,36.4691,,,,,,,,
4-9-18_Schnable_49-635-js87-124_2018-04-16_01-20-00_10304200,JS87,635,PI_534105,2018-04-16,6cm,77.1165,98.0624,84.8079,81.6452,86.5174,62.291,5.72776,44.5141,,,,,,,
4-9-18_Schnable_49-636-js115-170_2018-04-11_01-20-40_10004300,JS115,636,PI_576339,2018-04-11,6cm,49.1093,64.0059,46.832,10.8955,31.2597,6.96207,17.5279,38.8087,,,,,,,
4-9-18_Schnable_49-636-JS115-170_2018-04-13_01-22-00_10117300,JS115,636,PI_576339,2018-04-13,6cm,46.9741,68.406,41.2053,12.442,37.7848,35.3738,16.6113,47.2996,,,,,,,
4-9-18_Schnable_49-636-JS115-170_2018-04-16_01-22-14_10304300,JS115,636,PI_576339,2018-04-16,6cm,177.356,69.4805,13.0873,20.5796,50.3597,15.0911,21.4647,31.1061,9.2078,32.8481,40.2168,27.0836,,,
4-9-18_Schnable_49-638-js17-30_2018-04-11_01-25-03_10004500,JS17,638,PI_533800,2018-04-11,6cm,56.2008,51.8219,39.3325,64.49,38.7513,9.05812,19.4687,25.1558,65.969,68.7964,48.5673,65.5077,,,
4-9-18_Schnable_49-638-js17-30_2018-04-13_01-26-23_10117500,JS17,638,PI_533800,2018-04-13,6cm,64.8817,64.3045,66.665,34.751,4.83566,60.6326,44.8854,71.994,69.1609,72.7034,49.5541,,,,
4-9-18_Schnable_49-638-js17-30_2018-04-16_01-26-40_10304500,JS17,638,PI_533800,2018-04-16,6cm,91.7669,80.7393,15.6863,49.6893,75.8991,33.1001,53.4065,29.2404,21.0201,47.2462,39.7383,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-11_01-27-16_10004600,JS153,639,PI_597946,2018-04-11,6cm,53.6926,62.0778,51.478,55.6749,38.4574,50.0439,15.8321,10.7892,,,,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-13_01-28-38_10117600,JS153,639,PI_597946,2018-04-13,6cm,2.03788,60.8375,46.7076,54.2637,56.5842,39.4635,50.9151,18.5562,19.0558,10.7154,,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-16_01-28-56_10304600,JS153,639,PI_597946,2018-04-16,6cm,62.8726,56.5515,70.06,46.2154,51.7403,26.2972,11.4679,21.6988,30.0666,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-11_01-31-39_10004800,JS267,641,PI_659695,2018-04-11,6cm,52.367,48.0234,25.2947,31.9234,15.0091,28.4675,11.4784,,,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-13_01-33-05_10117800,JS267,641,PI_659695,2018-04-13,6cm,53.4602,45.6692,32.7147,27.7872,25.6562,37.6902,,,,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-16_01-33-23_10304800,JS267,641,PI_659695,2018-04-16,6cm,31.8202,49.7963,58.7713,33.1791,39.8647,39.7945,14.5184,49.6429,35.1334,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-11_01-33-50_10004900,JS136,642,PI_576401,2018-04-11,6cm,49.9798,39.5903,53.96,44.5381,26.3293,33.1535,48.3627,49.1725,,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-13_01-35-21_10117900,JS136,642,PI_576401,2018-04-13,6cm,54.9699,31.4205,56.8278,30.9158,51.5406,44.5788,59.3149,56.1118,,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-16_01-35-37_10304900,JS136,642,PI_576401,2018-04-16,6cm,54.9001,21.4235,38.9481,56.5654,35.7091,12.9391,54.6562,37.5508,37.1834,32.4031,50.9705,48.6929,26.2464,59.0215,57.5389
4-9-18_Schnable_49-643-js82-115_2018-04-11_01-36-02_10005000,JS82,643,PI_534079,2018-04-11,6cm,44.6481,41.4225,44.0103,28.6307,29.3375,32.997,25.5964,19.0319,5.42419,,,,,,
4-9-18_Schnable_49-643-js82-115_2018-04-13_01-37-34_10118000,JS82,643,PI_534079,2018-04-13,6cm,44.8883,41.3036,39.2355,28.3217,28.4178,38.3853,19.06,23.2611,26.8877,2.59495,,,,,
4-9-18_Schnable_49-643-js82-115_2018-04-16_01-37-55_10305000,JS82,643,PI_534079,2018-04-16,6cm,45.5578,31.4298,25.2813,34.3761,31.1698,7.1833,26.7114,17.6053,28.4178,16.0056,2.78558,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-11_01-38-13_10005100,JS191,644,PI_656004,2018-04-11,6cm,41.6123,34.1369,27.8609,27.1941,25.2724,21.8226,17.2494,,,,,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-13_01-39-48_10118100,JS191,644,PI_656004,2018-04-13,6cm,40.315,35.5718,29.3256,27.5465,26.2644,24.2149,22.094,,,,,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-16_01-40-03_10305100,JS191,644,PI_656004,2018-04-16,6cm,36.1373,29.6724,28.7622,27.2202,26.0438,24.0879,18.5736,,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-11_02-01-32_9973900,JS42,18_Schnable_49,PI_533919,2018-04-11,6cm,54.9856,48.2478,33.9502,51.879,44.8849,47.55,35.0989,54.341,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-13_02-01-22_10086900,JS42,18_Schnable_49,PI_533919,2018-04-13,6cm,51.9158,46.8829,54.6411,47.4927,49.4502,49.8392,25.5054,,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-16_02-01-30_10273900,JS42,18_Schnable_49,PI_533919,2018-04-16,6cm,177.918,51.298,35.8184,51.3541,61.0374,54.4322,55.4106,27.4286,25.7388,44.8876,39.9243,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-11_12-09-35_9968800,JS39,281,PI_533911,2018-04-11,8cm,34.6442,26.0747,27.5354,16.5086,10.966,22.7509,16.9846,13.5662,,,,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-13_12-09-31_10081800,JS39,281,PI_533911,2018-04-13,8cm,30.1804,30.2411,24.7061,23.0745,32.5765,30.8505,21.4511,36.6349,,,,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-16_12-09-33_10268800,JS39,281,PI_533911,2018-04-16,8cm,36.7436,25.9298,29.6027,23.849,16.0331,34.1759,27.5654,17.5208,20.0677,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-11_12-10-49_9968900,JS254,282,PI_656108,2018-04-11,8cm,24.8282,17.5107,13.9199,16.8074,17.0678,26.0067,9.87824,,,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-13_12-10-46_10081900,JS254,282,PI_656108,2018-04-13,8cm,17.3953,11.815,19.2117,13.0699,10.9823,14.1905,27.6419,7.6564,11.355,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-16_12-10-48_10268900,JS254,282,PI_656108,2018-04-16,8cm,19.633,23.765,9.01964,26.4092,22.8537,25.9789,5.54956,18.4078,21.3912,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-11_12-12-29_9969000,JS254,283,PI_656108,2018-04-11,8cm,34.6364,13.5206,29.0022,29.9913,20.2888,11.0284,,,,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-13_12-12-25_10082000,JS254,283,PI_656108,2018-04-13,8cm,18.5424,13.9232,20.3667,26.6886,18.1921,19.1803,12.3166,,,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-16_12-12-27_10269000,JS254,283,PI_656108,2018-04-16,8cm,22.3277,19.1724,10.5269,11.4995,24.621,16.5028,12.5048,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-11_12-14-09_9969100,JS165,284,PI_597968,2018-04-11,8cm,48.7048,36.1654,38.3641,31.5675,23.4553,15.9048,13.6926,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-13_12-14-04_10082100,JS165,284,PI_597968,2018-04-13,8cm,43.9389,37.5106,41.1584,33.4833,27.3319,28.5894,19.554,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-16_12-14-07_10269100,JS165,284,PI_597968,2018-04-16,8cm,41.0635,41.7458,37.4952,31.3691,25.7212,27.6063,21.1331,,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-11_12-16-48_9969200,JS147,285,PI_595739,2018-04-11,8cm,32.5411,32.6318,25.3057,21.2256,19.5601,27.4822,19.5389,7.96896,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-13_12-16-42_10082200,JS147,285,PI_595739,2018-04-13,8cm,33.4646,34.9209,24.6938,22.3244,23.5577,15.5429,9.92464,1.06017,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-16_12-16-50_10269200,JS147,285,PI_595739,2018-04-16,8cm,56.7963,28.9639,19.1336,33.1691,54.6104,39.7078,28.4917,20.7742,29.0441,21.0901,25.5832,20.1359,32.9808,23.7341,16.8383
4-9-18_Schnable_49-286-js259-417_2018-04-11_12-19-03_9969300,JS259,286,PI_656116,2018-04-11,8cm,80.6695,37.6427,32.4252,26.4434,35.8118,29.5125,26.3963,24.3603,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-13_12-18-57_10082300,JS259,286,PI_656116,2018-04-13,8cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-16_12-18-59_10269300,JS259,286,PI_656116,2018-04-16,8cm,82.2598,27.7427,26.3765,28.3901,26.9442,57.7131,63.7884,77.3583,32.2292,34.7779,25.8655,32.1683,23.9112,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-11_12-21-17_9969400,JS41,287,PI_533915,2018-04-11,8cm,46.5917,73.2788,67.3808,44.7436,26.4778,23.7425,10.7188,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-13_12-21-10_10082400,JS41,287,PI_533915,2018-04-13,8cm,37.6476,49.4628,45.2036,46.9616,27.3142,24.8203,28.3099,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-16_12-21-12_10269400,JS41,287,PI_533915,2018-04-16,8cm,26.6962,66.712,79.6183,73.2058,46.8605,39.3574,21.8379,28.4834,17.8328,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-11_12-23-30_9969500,JS224,288,PI_656056,2018-04-11,8cm,21.1106,24.3379,19.5825,23.7066,17.627,22.8491,24.5838,25.6942,,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-13_12-23-23_10082500,JS224,288,PI_656056,2018-04-13,8cm,25.8603,22.9503,20.0524,28.7492,18.6628,28.125,32.4527,36.8024,41.3156,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-16_12-23-25_10269500,JS224,288,PI_656056,2018-04-16,8cm,68.9469,9.10492,30.7205,49.1642,16.2686,55.0782,47.7012,76.4593,20.0379,51.1498,66.3861,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-11_12-25-45_9969600,JS254,289,PI_656108,2018-04-11,8cm,19.3981,18.2893,10.6635,11.5948,16.8017,18.6524,20.2288,10.6997,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-13_12-25-37_10082600,JS254,289,PI_656108,2018-04-13,8cm,26.1588,17.8115,10.6394,12.0701,17.9097,9.05356,15.3538,21.3094,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-16_12-25-38_10269600,JS254,289,PI_656108,2018-04-16,8cm,26.8155,20.2463,7.61579,24.7811,10.0146,20.7283,6.5494,6.45907,6.08528,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-11_12-27-58_9969700,JS12,290,PI_533769,2018-04-11,8cm,44.3499,47.9467,28.8353,16.9627,20.4014,,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-13_12-27-50_10082700,JS12,290,PI_533769,2018-04-13,8cm,42.4361,51.6208,34.3361,23.9163,6.07677,25.6477,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-16_12-27-52_10269700,JS12,290,PI_533769,2018-04-16,8cm,16.2053,46.7747,40.976,32.5596,16.0986,22.1686,16.2636,,,,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-11_12-30-10_9969800,JS126,291,PI_576376,2018-04-11,8cm,27.4332,25.6562,20.5792,21.1856,12.9077,25.1366,39.8425,23.9362,24.7998,11.2043,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-13_12-30-04_10082800,JS126,291,PI_576376,2018-04-13,8cm,30.8572,29.5545,17.3558,21.5836,21.2701,46.9721,56.0317,35.6947,44.4505,33.7353,34.2846,17.9919,,,
4-9-18_Schnable_49-292-js197-306_2018-04-11_12-32-24_9969900,JS197,292,PI_656010,2018-04-11,8cm,28.7313,65.6963,22.1476,16.8588,17.7696,21.9323,,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-13_12-32-18_10082900,JS197,292,PI_656010,2018-04-13,8cm,77.2781,48.2873,28.356,26.0792,15.4531,6.36042,18.9923,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-16_12-32-21_10269900,JS197,292,PI_656010,2018-04-16,8cm,85.0235,28.0689,71.8141,67.8923,34.8294,13.9914,26.6487,10.8918,22.1297,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-11_12-34-43_9970000,JS235,293,PI_656076,2018-04-11,8cm,42.6699,44.4512,39.3057,24.8325,20.3583,25.8018,28.5507,,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-13_12-34-31_10083000,JS235,293,PI_656076,2018-04-13,8cm,44.5686,44.1863,41.7982,26.6892,25.3693,15.2648,25.0977,8.73871,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-16_12-34-34_10270000,JS235,293,PI_656076,2018-04-16,8cm,44.4716,45.7302,44.5739,29.62,33.8025,17.827,15.5979,21.2353,17.3306,9.19879,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-11_12-39-06_9970200,JS66,295,PI_533980,2018-04-11,8cm,42.6482,47.2985,39.8536,37.7404,28.5461,11.4471,24.5162,27.1145,18.8366,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-13_12-38-58_10083200,JS66,295,PI_533980,2018-04-13,8cm,45.491,45.5355,45.0042,38.0122,39.6668,18.5125,34.1681,26.0255,24.7856,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-16_12-39-00_10270200,JS66,295,PI_533980,2018-04-16,8cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-11_12-41-20_9970300,JS214,296,PI_656039,2018-04-11,8cm,42.5388,29.9475,31.3753,24.5178,17.2797,26.4173,40.6931,36.7991,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-13_12-41-11_10083300,JS214,296,PI_656039,2018-04-13,8cm,37.3159,32.4731,32.3155,22.5216,29.3703,10.4302,24.9686,32.8147,33.8333,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-11_12-43-34_9970400,JS3,297,PI_533750,2018-04-11,8cm,38.4317,32.6191,30.9138,23.4201,21.6673,16.4162,10.8364,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-13_12-43-25_10083400,JS3,297,PI_533750,2018-04-13,8cm,40.2542,32.6618,35.102,26.532,26.0111,17.5317,14.7042,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-16_12-43-27_10270400,JS3,297,PI_533750,2018-04-16,8cm,38.1091,38.0895,34.826,29.5248,28.7048,24.7996,20.8429,13.4891,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-11_12-45-46_9970500,JS238,298,PI_656079,2018-04-11,8cm,54.5583,36.5711,36.6278,26.6093,17.2681,28.4063,17.7727,,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-13_12-45-39_10083500,JS238,298,PI_656079,2018-04-13,8cm,58.6046,36.1788,41.1037,27.1638,21.2989,12.0944,13.2147,13.2478,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-16_12-45-41_10270500,JS238,298,PI_656079,2018-04-16,8cm,52.8284,37.5345,40.6546,28.659,21.2139,15.7354,10.3709,16.7174,7.8569,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-11_12-48-00_9970600,JS294,299,PI_656112,2018-04-11,8cm,20.4256,19.7994,18.1436,16.0319,19.2461,16.2145,20.3586,,,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-13_12-47-54_10083600,JS294,299,PI_656112,2018-04-13,8cm,20.8371,20.7811,19.7062,16.7959,16.6885,25.3459,9.58331,,,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-16_12-47-55_10270600,JS294,299,PI_656112,2018-04-16,8cm,158.536,24.9309,19.7654,16.3527,17.3847,17.7852,13.7082,11.9579,33.3836,28.4819,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-11_12-50-13_9970700,JS124,300,PI_576373,2018-04-11,8cm,36.0008,43.7349,47.5572,44.159,35.7619,25.6716,35.4179,32.4719,0.809634,,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-13_12-50-08_10083700,JS124,300,PI_576373,2018-04-13,8cm,67.8931,40.0883,38.3668,51.5584,42.1325,41.6379,36.8615,32.0491,33.4613,11.8885,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-16_12-50-09_10270700,JS124,300,PI_576373,2018-04-16,8cm,27.1293,54.2297,45.7239,34.4969,51.5499,42.5575,31.6699,54.2639,34.306,17.4542,15.7039,,,,
4-9-18_Schnable_49-301-js83-120_2018-04-11_12-52-27_9970800,JS83,301,PI_534097,2018-04-11,8cm,34.5578,35.0677,34.694,23.289,22.7126,18.2472,17.116,,,,,,,,
4-9-18_Schnable_49-301-js83-120_2018-04-13_12-52-21_10083800,JS83,301,PI_534097,2018-04-13,8cm,35.6301,33.621,37.053,24.0971,30.3078,18.978,17.7038,,,,,,,,
4-9-18_Schnable_49-301-js83-120_2018-04-16_12-52-23_10270800,JS83,301,PI_534097,2018-04-16,8cm,34.5929,36.072,37.2062,27.5599,33.9994,18.9077,14.654,13.6716,,,,,,,
4-9-18_Schnable_49-303-JS33-2-57_2018-04-11_12-56-54_9971000,JS33,303,PI_533877,2018-04-11,8cm,57.9518,41.6606,38.5488,33.1058,29.6322,20.3979,10.2451,16.2885,,,,,,,
4-9-18_Schnable_49-303-JS33-2-57_2018-04-13_12-56-48_10084000,JS33,303,PI_533877,2018-04-13,8cm,56.3696,44.4769,38.9637,35.9697,32.6195,29.0903,18.0845,27.1816,,,,,,,
4-9-18_Schnable_49-303-JS33-2-57_2018-04-16_12-56-50_10271000,JS33,303,PI_533877,2018-04-16,8cm,60.0804,42.7492,43.1137,36.271,39.5069,32.4451,34.8329,32.3241,6.91205,,,,,,
4-9-18_Schnable_49-304-JS152-220_2018-04-11_12-59-08_9971100,JS152,304,PI_597945,2018-04-11,8cm,21.7594,34.0245,15.3917,28.5901,23.3236,19.3099,24.3914,4.65143,26.8567,6.43907,14.1768,13.5723,,,
4-9-18_Schnable_49-304-JS152-220_2018-04-13_12-59-02_10084100,JS152,304,PI_597945,2018-04-13,8cm,32.1597,39.1082,21.9334,32.6335,19.5643,26.3292,20.7917,24.4275,17.1152,40.3605,59.6072,40.0056,67.9767,60.4362,55.5868
4-9-18_Schnable_49-304-JS152-220_2018-04-16_12-59-03_10271100,JS152,304,PI_597945,2018-04-16,8cm,28.8517,33.5999,27.3863,29.8884,4.4532,17.7463,22.0711,32.6018,21.6281,40.6582,15.2378,13.0953,41.918,28.3322,70.1209
4-9-18_Schnable_49-305-JS190-298_2018-04-11_01-01-22_9971200,JS190,305,PI_656002,2018-04-11,8cm,44.7275,8.19276,26.3176,,,,,,,,,,,,
4-9-18_Schnable_49-305-JS190-298_2018-04-13_01-01-16_10084200,JS190,305,PI_656002,2018-04-13,8cm,45.9736,36.1433,13.844,,,,,,,,,,,,
4-9-18_Schnable_49-305-JS190-298_2018-04-16_01-01-17_10271200,JS190,305,PI_656002,2018-04-16,8cm,85.5201,31.1958,42.3457,29.2738,23.6393,18.4763,,,,,,,,,
4-9-18_Schnable_49-306-JS174-2-252_2018-04-11_01-03-35_9971300,JS174,306,PI_629059,2018-04-11,8cm,33.656,28.9606,34.1615,36.999,28.5974,29.5836,18.4904,38.5363,38.2141,18.0911,,,,,
4-9-18_Schnable_49-306-JS174-2-252_2018-04-13_01-03-30_10084300,JS174,306,PI_629059,2018-04-13,8cm,34.3391,29.1397,35.5408,31.8669,25.2805,19.8442,24.6736,22.6639,,,,,,,
4-9-18_Schnable_49-306-JS174-2-252_2018-04-16_01-03-30_10271300,JS174,306,PI_629059,2018-04-16,8cm,33.4093,29.2145,36.7056,33.3952,26.5617,23.7603,17.6319,17.7012,,,,,,,
4-9-18_Schnable_49-307-js274-55_2018-04-11_01-05-48_9971400,JS274,307,PI_533871,2018-04-11,8cm,77.3434,26.7659,23.7911,23.4151,18.7381,23.8055,14.8659,9.9346,,,,,,,
4-9-18_Schnable_49-307-js274-55_2018-04-13_01-05-43_10084400,JS274,307,PI_533871,2018-04-13,8cm,18.2635,72.9941,23.9139,20.785,21.558,22.9229,18.802,28.8153,8.267,,,,,,
4-9-18_Schnable_49-307-js274-55_2018-04-16_01-05-44_10271400,JS274,307,PI_533871,2018-04-16,8cm,48.0133,29.2224,21.4685,25.6445,20.3875,30.8526,19.0614,15.3693,21.7888,11.5018,17.5126,,,,
4-9-18_Schnable_49-308-js23-1-38_2018-04-11_01-08-04_9971500,JS23,308,PI_533830,2018-04-11,8cm,37.3474,25.8877,35.2631,22.4333,26.4296,21.6644,17.7852,28.7409,29.8143,,,,,,
4-9-18_Schnable_49-308-js23-1-38_2018-04-13_01-07-57_10084500,JS23,308,PI_533830,2018-04-13,8cm,37.4614,32.9246,23.5133,28.7369,26.3135,24.5163,17.6713,14.2708,17.2786,23.3276,24.0543,,,,
4-9-18_Schnable_49-308-js23-1-38_2018-04-16_01-07-59_10271500,JS23,308,PI_533830,2018-04-16,8cm,40.6763,32.8734,32.3309,21.0783,30.7842,15.1422,21.2408,30.409,11.4895,16.5964,20.3796,28.5399,36.3632,24.3848,18.6017
4-9-18_Schnable_49-309-JS122-179_2018-04-11_01-10-16_9971600,JS122,309,PI_576359,2018-04-11,8cm,50.5228,43.1085,46.61,16.7381,31.4868,29.4303,19.239,16.9103,17.0606,,,,,,
4-9-18_Schnable_49-309-JS122-179_2018-04-13_01-10-10_10084600,JS122,309,PI_576359,2018-04-13,8cm,41.1207,44.5169,47.9416,35.3432,37.0751,20.0325,12.4539,20.6103,,,,,,,
4-9-18_Schnable_49-309-JS122-179_2018-04-16_01-10-12_10271600,JS122,309,PI_576359,2018-04-16,8cm,40.9728,42.5402,48.5371,35.1725,43.2949,29.1837,23.269,7.58944,17.7234,,,,,,
4-9-18_Schnable_49-310-JS201-314_2018-04-11_01-12-29_9971700,JS201,310,PI_656018,2018-04-11,8cm,29.4077,28.1417,16.7658,31.9852,31.2312,25.3121,24.3533,49.3455,,,,,,,
4-9-18_Schnable_49-310-JS201-314_2018-04-13_01-12-23_10084700,JS201,310,PI_656018,2018-04-13,8cm,27.3504,40.4113,65.933,21.0085,23.5864,33.0249,26.9684,25.7349,8.31694,14.0506,29.684,,,,
4-9-18_Schnable_49-310-JS201-314_2018-04-16_01-12-25_10271700,JS201,310,PI_656018,2018-04-16,8cm,66.6619,26.6283,34.1574,25.2737,23.9262,25.056,35.6294,30.8762,34.3284,21.8131,35.2074,21.9816,,,
4-9-18_Schnable_49-311-JS47-76_2018-04-11_01-14-42_9971800,JS47,311,PI_533938,2018-04-11,8cm,33.9548,22.9369,4.71675,35.3209,,,,,,,,,,,
4-9-18_Schnable_49-311-JS47-76_2018-04-13_01-14-36_10084800,JS47,311,PI_533938,2018-04-13,8cm,30.0474,23.5743,11.0537,35.4064,,,,,,,,,,,
4-9-18_Schnable_49-311-JS47-76_2018-04-16_01-14-38_10271800,JS47,311,PI_533938,2018-04-16,8cm,29.6678,27.9076,38.4419,9.77505,21.8102,,,,,,,,,,
4-9-18_Schnable_49-312-JS93-1-130_2018-04-11_01-16-55_9971900,JS93,312,PI_534117,2018-04-11,8cm,54.7931,34.2907,37.0699,37.1769,16.1868,31.8347,,,,,,,,,
4-9-18_Schnable_49-312-JS93-1-130_2018-04-13_01-16-49_10084900,JS93,312,PI_534117,2018-04-13,8cm,45.7794,26.1419,23.0364,40.8841,33.1048,26.7773,24.5572,8.16029,23.1395,,,,,,
4-9-18_Schnable_49-312-JS93-1-130_2018-04-16_01-16-53_10271900,JS93,312,PI_534117,2018-04-16,8cm,47.0354,30.0865,26.8419,26.7361,41.4013,31.8583,16.9614,25.456,28.6527,17.4418,5.76728,,,,
4-9-18_Schnable_49-313-JS49-2-78_2018-04-11_01-19-08_9972000,JS49,313,PI_533940,2018-04-11,8cm,62.9104,67.1487,49.893,62.072,50.4403,45.0416,36.6389,27.4668,28.6129,17.0594,,,,,
4-9-18_Schnable_49-313-JS49-2-78_2018-04-13_01-19-04_10085000,JS49,313,PI_533940,2018-04-13,8cm,64.5303,71.1428,53.5951,52.599,47.4993,39.9973,40.2904,25.5357,35.3012,17.8719,,,,,
4-9-18_Schnable_49-313-JS49-2-78_2018-04-16_01-19-07_10272000,JS49,313,PI_533940,2018-04-16,8cm,66.3209,72.9525,53.4831,54.1676,48.779,44.0075,45.9784,32.5674,32.7572,15.6324,,,,,
4-9-18_Schnable_49-314-JS210-330_2018-04-11_01-21-22_9972100,JS210,314,PI_656033,2018-04-11,8cm,44.1367,41.8133,27.2548,32.7328,30.7882,22.9908,23.184,42.3032,18.6177,,,,,,
4-9-18_Schnable_49-314-JS210-330_2018-04-13_01-21-17_10085100,JS210,314,PI_656033,2018-04-13,8cm,42.5919,33.919,57.8173,42.6888,14.5612,8.92156,18.1248,17.8915,54.0618,55.1131,41.4181,47.5097,,,
4-9-18_Schnable_49-314-JS210-330_2018-04-16_01-21-20_10272100,JS210,314,PI_656033,2018-04-16,8cm,50.0006,41.8004,23.762,22.9604,41.9262,48.3745,42.9023,41.3775,35.2449,31.7755,41.0399,38.8295,,,
4-9-18_Schnable_49-315-JS81-2-113_2018-04-11_01-23-35_9972200,JS81,315,PI_534070,2018-04-11,8cm,43.2859,27.6423,28.593,23.6269,17.8807,13.3282,19.9635,,,,,,,,
