plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14
4-9-18_Schnable_49-358-JS154-223_2018-04-13_02-59-20_10089500,JS154,358,PI_597949,2018-04-13,12cm,-21.1015,-175.653,25.7976,174.147,101.584,37.9501,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-16_02-59-34_10276500,JS154,358,PI_597949,2018-04-16,12cm,-98.1255,152.553,-19.324,139.566,-18.5783,152.364,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-11_03-01-33_9976600,JS286,359,PI_595720,2018-04-11,12cm,70.6787,-161.279,-9.87479,-103.768,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-13_03-01-34_10089600,JS286,359,PI_595720,2018-04-13,12cm,52.3433,178.955,151.035,-17.624,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-16_03-01-47_10276600,JS286,359,PI_595720,2018-04-16,12cm,65.4944,52.1844,-175.688,1.34808,-179.923,-24.5366,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-11_03-05-59_9976800,JS55,361,PI_533956,2018-04-11,12cm,-167.408,18.6608,177.114,9.632,-177.738,-10.8422,-157.568,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-13_03-06-02_10089800,JS55,361,PI_533956,2018-04-13,12cm,158.867,7.44142,152.058,5.6868,157.624,0.970033,170.96,-1.14408,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-16_03-06-16_10276800,JS55,361,PI_533956,2018-04-16,12cm,172.221,172.343,25.8814,179.73,154.034,26.9856,170.88,20.27,167.935,-94.7515,-166.5,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-11_03-08-13_9976900,JS63,362,PI_533972,2018-04-11,12cm,158.357,25.8849,-115.34,32.4206,-138.039,18.4611,171.281,36.822,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-13_03-08-17_10089900,JS63,362,PI_533972,2018-04-13,12cm,6.48993,-6.50073,166.236,161.923,-179.49,-9.22766,-2.00879,-6.25027,161.176,53.4952,-177.023,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-16_03-08-30_10276900,JS63,362,PI_533972,2018-04-16,12cm,133.873,-52.256,118.995,-49.4044,121.319,-56.6136,168.357,-94.8557,125.298,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-11_03-10-26_9977000,JS271,363,PI_533792,2018-04-11,12cm,3.3812,-163.579,35.7466,-157.978,22.2074,4.63151,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-13_03-10-30_10090000,JS271,363,PI_533792,2018-04-13,12cm,24.4647,-142.407,58.0743,-139.553,45.2703,40.3035,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-16_03-10-43_10277000,JS271,363,PI_533792,2018-04-16,12cm,13.1815,-152.999,61.1659,-3.14806,-9.63374,43.9728,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-11_03-12-40_9977100,JS74,364,PI_534028,2018-04-11,12cm,0.531587,-147.557,-2.60125,117.588,-161.883,-144.702,-100.848,14.8253,-108.902,-116.542,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-13_03-12-44_10090100,JS74,364,PI_534028,2018-04-13,12cm,-160.873,134.633,17.752,11.8409,-152.598,-171.684,-170.925,6.07254,-132.631,-25.9958,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-16_03-12-56_10277100,JS74,364,PI_534028,2018-04-16,12cm,153.345,14.6155,19.8017,-143.852,-159.842,13.9418,168.975,-161.869,-106.433,-11.9756,-91.3313,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-11_03-14-53_9977200,JS194,365,PI_656007,2018-04-11,12cm,-164.336,3.58981,-173.655,139.723,66.9933,170.228,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-13_03-14-58_10090200,JS194,365,PI_656007,2018-04-13,12cm,31.0147,20.4483,-164.664,-27.1867,-13.8666,-89.3821,-154.897,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-16_03-15-14_10277200,JS194,365,PI_656007,2018-04-16,12cm,51.7453,-154.034,32.2375,0.457905,-166.873,-112.128,-142.777,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-11_03-17-07_9977300,JS128,366,PI_576381,2018-04-11,12cm,-5.84348,177.325,153.349,-5.19224,165.117,-1.25481,-160.699,-25.7559,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-13_03-17-12_10090300,JS128,366,PI_576381,2018-04-13,12cm,32.9623,-148.258,40.0633,-160.676,172.55,43.9313,14.4135,-140.479,-15.8673,-123.706,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-16_03-17-23_10277300,JS128,366,PI_576381,2018-04-16,12cm,9.22796,-175.746,172.654,20.1292,166.237,173.272,17.0568,-72.6102,177.305,-1.00241,-128.346,-20.9993,,,
4-9-18_Schnable_49-368-js20-34_2018-04-11_03-21-34_9977500,JS20,368,PI_533814,2018-04-11,12cm,-132.724,-96.9471,-137.985,-18.9919,-6.72329,-166.738,6.87966,172.546,45.0016,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-13_03-21-39_10090500,JS20,368,PI_533814,2018-04-13,12cm,-78.8439,-32.7673,-66.6785,-50.6516,34.1482,-99.4163,50.9212,-47.5424,74.0186,-123.145,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-16_03-21-53_10277500,JS20,368,PI_533814,2018-04-16,12cm,-156.201,-147.082,-63.3543,-87.2009,171.03,-34.9924,145.085,-83.9019,84.9009,-29.7998,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-11_03-23-48_9977600,JS99,369,PI_534145,2018-04-11,12cm,179.492,-1.93653,153.941,-20.7703,-178.736,-14.141,-146.731,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-13_03-23-55_10090600,JS99,369,PI_534145,2018-04-13,12cm,131.056,-36.3046,107.031,-53.42,133.62,-70.3323,160.481,-64.7329,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-16_03-24-06_10277600,JS99,369,PI_534145,2018-04-16,12cm,-168,60.6029,-174.895,25.5959,-146.843,27.3756,-137.017,-28.2441,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-11_03-26-01_9977700,JS240,370,PI_656085,2018-04-11,12cm,-164.049,12.5483,-168.693,-143.753,178.642,-176.762,1.30357,8.18814,6.19249,120.533,42.3714,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-13_03-26-08_10090700,JS240,370,PI_656085,2018-04-13,12cm,-30.9199,9.91297,10.3244,-28.2038,156.778,-41.323,131.665,-31.2778,17.5582,138.221,-53.2135,-175.029,-9.87765,,
4-9-18_Schnable_49-370-js240-384_2018-04-16_03-26-20_10277700,JS240,370,PI_656085,2018-04-16,12cm,17.4135,-172.059,-152.792,23.5315,28.4923,-175.411,30.9406,86.9368,9.01965,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-11_03-28-15_9977800,JS154,371,PI_597949,2018-04-11,12cm,148.177,-13.8923,146.511,-7.54569,119.77,-61.2265,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-13_03-28-22_10090800,JS154,371,PI_597949,2018-04-13,12cm,125.67,-38.5195,123.356,-41.5449,100.131,-43.3739,177.739,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-16_03-28-34_10277800,JS154,371,PI_597949,2018-04-16,12cm,55.9231,-119.524,55.4175,-118.881,56.3145,-121.881,127.019,14.3457,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-11_03-30-33_9977900,JS176,372,PI_642791,2018-04-11,12cm,149.15,-15.6364,146.6,-24.6924,130.918,-4.06235,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-13_03-30-35_10090900,JS176,372,PI_642791,2018-04-13,12cm,143.04,-25.5493,138.884,-25.715,19.0624,139.168,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-16_03-30-48_10277900,JS176,372,PI_642791,2018-04-16,12cm,110.76,-54.3327,117.759,-45.6759,136.1,117.689,-14.0982,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-11_03-32-42_9978000,JS79,373,PI_534054,2018-04-11,12cm,-82.6322,69.179,-119.434,77.1471,-111.05,94.4355,36.7773,20.9874,-98.4278,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-13_03-32-49_10091000,JS79,373,PI_534054,2018-04-13,12cm,15.6906,166.646,-7.00012,-178.468,90.8111,-18.7937,-43.3984,141.802,-27.9049,111.377,14.146,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-16_03-33-01_10278000,JS79,373,PI_534054,2018-04-16,12cm,-146.966,62.6433,-142.733,-127.508,51.7338,-129.475,7.8148,19.041,-167.266,-126.565,28.4467,31.0951,-169.194,173.832,90.2641
4-9-18_Schnable_49-374-js79-2-111_2018-04-11_03-34-56_9978100,JS79,374,PI_534054,2018-04-11,12cm,-59.7427,77.9493,-64.0395,69.7641,-54.732,127.803,131.569,-55.6401,-58.1284,-153.941,110.379,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-13_03-35-02_10091100,JS79,374,PI_534054,2018-04-13,12cm,79.3609,-55.9211,59.0105,92.3441,-45.5058,-81.0166,102.019,-49.782,-118.128,-26.8765,-102.487,-169.142,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-16_03-35-15_10278100,JS79,374,PI_534054,2018-04-16,12cm,127.965,-45.3226,90.9754,-34.8742,134.376,-42.6071,160.809,-109.752,-27.5776,-149.353,-136.025,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-11_03-37-10_9978200,JS76,375,PI_534046,2018-04-11,12cm,21.2086,-159.435,16.1232,-147.647,21.7264,-160.817,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-13_03-37-16_10091200,JS76,375,PI_534046,2018-04-13,12cm,0.0445914,163.415,-12.3212,-178.503,-18.6129,156.546,3.94123,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-16_03-37-31_10278200,JS76,375,PI_534046,2018-04-16,12cm,125.021,-75.971,108.188,-56.3451,104.774,-80.4062,135.016,-87.1684,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-11_03-39-23_9978300,JS10,376,PI_533761,2018-04-11,12cm,146.131,-28.4395,166.076,-29.1162,177.191,-162.726,12.0456,-16.2122,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-13_03-39-32_10091300,JS10,376,PI_533761,2018-04-13,12cm,173.765,4.68482,-158.688,147.867,-1.96948,-159,30.6571,-134.004,55.7993,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-16_03-39-44_10278300,JS10,376,PI_533761,2018-04-16,12cm,-177.841,-158.14,80.955,164.908,-146.829,33.4296,105.528,38.4784,-142.605,49.7872,79.9766,-129.779,,,
4-9-18_Schnable_49-377-js219-343_2018-04-11_03-41-39_9978400,JS219,377,PI_656046,2018-04-11,12cm,-118.771,48.4873,36.4081,-139.153,24.9001,-142.381,-151.215,-20.272,-24.4387,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-11_03-46-04_9978600,JS104,379,PI_542406,2018-04-11,12cm,-132.223,-1.97487,-128.023,24.5241,-136.701,25.871,-140.898,90.696,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-11_03-48-17_9978700,JS29,380,PI_533856,2018-04-11,12cm,12.1634,-80.359,65.3298,-99.3856,54.081,-116.137,111.043,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-13_03-48-26_10091700,JS29,380,PI_533856,2018-04-13,12cm,48.4238,2.46509,132.925,-20.6848,128.652,-4.21447,-157.945,-55.6631,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-16_03-48-39_10278700,JS29,380,PI_533856,2018-04-16,12cm,100.34,28.5528,148.112,10.3807,144.712,8.64144,163.59,-28.8484,-139.736,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-11_03-50-31_9978800,JS16,381,PI_533799,2018-04-11,12cm,56.7437,177.744,3.39025,-172.85,-9.95254,-169.164,-163.844,-23.9663,-10.5454,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-13_03-50-40_10091800,JS16,381,PI_533799,2018-04-13,12cm,51.1733,170.962,-0.571723,-177.017,-13.0477,159.161,-177.241,-148.573,-3.28172,-21.1724,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-16_03-50-53_10278800,JS16,381,PI_533799,2018-04-16,12cm,126.379,167.909,10.5864,-173.7,-0.676936,-138.155,173.08,157.826,-89.9936,-144.527,-160.399,-19.514,-1.1111,-0.0163049,
4-9-18_Schnable_49-382-js16-2-29_2018-04-11_03-52-44_9978900,JS16,382,PI_533799,2018-04-11,12cm,-176.301,12.4236,173.014,4.73292,-0.344517,-175,-145.919,-1.09609,-166.288,163.316,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-13_03-52-53_10091900,JS16,382,PI_533799,2018-04-13,12cm,164.42,91.594,25.0553,178.827,18.607,19.9642,-173.341,170.56,-166.712,4.85545,-23.4374,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-16_03-53-09_10278900,JS16,382,PI_533799,2018-04-16,12cm,153.367,39.2959,174.513,32.4582,-160.58,25.235,-156.708,176.749,-36.7847,28.037,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-11_03-54-58_9979000,JS113,383,PI_576333,2018-04-11,12cm,153.078,-23.4484,-176.929,-24.6575,175.336,-17.5174,-5.75557,136.475,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-13_03-55-09_10092000,JS113,383,PI_576333,2018-04-13,12cm,-5.76769,161.683,14.3693,159.207,-4.44934,164.212,-14.6823,-60.3624,-173.168,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-16_03-55-23_10279000,JS113,383,PI_576333,2018-04-16,12cm,-1.89033,167.285,21.6546,158.467,9.38805,168.894,2.18113,160.271,-15.6669,-177.926,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-11_03-57-11_9979100,JS81,384,PI_534070,2018-04-11,12cm,61.6551,-112.397,39.6772,-122.829,39.8973,-129.218,35.9256,-157.602,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-13_03-57-23_10092100,JS81,384,PI_534070,2018-04-13,12cm,142.03,-32.3711,121.816,-42.4977,119.576,-51.2002,131.516,-58.746,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-16_03-57-37_10279100,JS81,384,PI_534070,2018-04-16,12cm,-171.688,16.617,172.69,12.5681,172.428,5.69039,-169.313,-0.0774752,-165.664,28.8718,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-11_03-59-24_9979200,JS205,385,PI_656024,2018-04-11,12cm,-144.816,-7.793,-148.223,-1.4396,-178.87,15.8492,173.733,32.9256,,,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-13_03-59-37_10092200,JS205,385,PI_656024,2018-04-13,12cm,-156.335,-28.8996,-168.295,-29.1828,174.606,-9.22725,146.886,20.6588,151.204,,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-16_03-59-51_10279200,JS205,385,PI_656024,2018-04-16,12cm,-132.704,-11.2424,-163.889,-13.2205,-178.393,-2.43548,175.03,127.749,24.1858,-12.1214,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-11_04-01-37_9979300,JS176,386,PI_642791,2018-04-11,12cm,17.1971,176.062,-3.99224,-175.323,4.22618,-175.533,-33.7678,,,,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-13_04-01-51_10092300,JS176,386,PI_642791,2018-04-13,12cm,50.7196,-165.24,28.6668,-152.842,29.1299,-153.361,23.497,-156.055,,,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-16_04-02-04_10279300,JS176,386,PI_642791,2018-04-16,12cm,70.4019,-164.596,45.9296,-149.92,35.1859,-150.999,35.2793,-134.928,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-11_04-03-51_9979400,JS261,387,PI_656118,2018-04-11,12cm,-92.6867,99.1928,-95.7767,105.601,-99.8258,110.123,,,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-13_04-04-04_10092400,JS261,387,PI_656118,2018-04-13,12cm,-20.4879,169.709,-29.763,-174.469,-174.604,-33.2605,-36.587,,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-16_04-04-18_10279400,JS261,387,PI_656118,2018-04-16,12cm,57.6046,-117.438,-125.994,52.2194,56.2974,-102.145,45.0403,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-11_04-06-05_9979500,JS203,388,PI_656020,2018-04-11,12cm,-59.7522,-58.4529,114.835,-67.2153,129.296,,,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-13_04-06-18_10092500,JS203,388,PI_656020,2018-04-13,12cm,-16.7253,-13.1805,164.87,-14.9391,137.589,-8.15814,,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-16_04-06-32_10279500,JS203,388,PI_656020,2018-04-16,12cm,-0.377721,-1.47333,169.969,-6.90271,157.923,-7.89419,-126.195,,,,,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-11_04-08-18_9979600,JS140,389,PI_576428,2018-04-11,12cm,-146.26,-13.9807,-174.19,-166.595,15.236,-13.0416,-27.858,-111.193,-36.864,122.353,,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-13_04-08-31_10092600,JS140,389,PI_576428,2018-04-13,12cm,-150.979,-14.5673,-172.916,-172.569,-165.661,37.096,-9.68716,-15.4411,-128.576,-21.3747,-148.862,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-16_04-08-47_10279600,JS140,389,PI_576428,2018-04-16,12cm,-161.042,-11.9651,-163.564,-113.153,-174.102,25.785,-4.3508,-103.578,-176.264,-9.94824,-106.574,10.3365,,,
4-9-18_Schnable_49-390-js179-269_2018-04-11_04-10-32_9979700,JS179,390,PI_655974,2018-04-11,12cm,-175.745,-10.5357,1.14517,174.808,-10.3371,,,,,,,,,,
4-9-18_Schnable_49-390-js179-269_2018-04-13_04-10-47_10092700,JS179,390,PI_655974,2018-04-13,12cm,17.9201,-166.828,20.5289,-8.60249,124.246,-7.99492,,,,,,,,,
4-9-18_Schnable_49-390-js179-269_2018-04-16_04-11-00_10279700,JS179,390,PI_655974,2018-04-16,12cm,-166.06,-65.6658,169.412,-130.617,-69.0924,-176.855,,,,,,,,,
4-9-18_Schnable_49-392-js42-69_2018-04-16_04-15-28_10279900,JS42,392,PI_533919,2018-04-16,12cm,-73.0108,-145.381,-21.7366,169.956,0.454179,-179.62,-10.3119,-155.979,,,,,,,
4-9-18_Schnable_49-393-js154-223_2018-04-13_04-17-28_10093000,JS154,393,PI_597949,2018-04-13,12cm,176.938,-9.01201,176.493,-14.4581,166.672,152.65,-13.616,-101.901,,,,,,,
4-9-18_Schnable_49-393-js154-223_2018-04-16_04-17-42_10280000,JS154,393,PI_597949,2018-04-16,12cm,165.454,0.746793,159.55,-21.3149,-11.0813,153.254,-75.2896,162.079,-57.9895,,,,,,
4-9-18_Schnable_49-394-js112-165_2018-04-11_04-19-26_9980100,JS112,394,PI_574455,2018-04-11,12cm,52.4564,-146.966,61.3189,147.757,37.9219,-137.22,76.1584,-138.764,,,,,,,
4-9-18_Schnable_49-394-js112-165_2018-04-13_04-19-41_10093100,JS112,394,PI_574455,2018-04-13,12cm,60.4223,-129.005,87.4597,-106.616,79.6306,-101.901,101.563,-114.414,-5.87401,,,,,,
4-9-18_Schnable_49-394-js112-165_2018-04-16_04-19-55_10280100,JS112,394,PI_574455,2018-04-16,12cm,56.7488,-30.6068,-137.574,86.9071,-116.158,75.6445,-82.516,95.4099,-124.235,68.3935,,,,,
4-9-18_Schnable_49-395-js106-154_2018-04-11_04-21-39_9980200,JS106,395,PI_552861,2018-04-11,12cm,83.9414,-71.1737,87.0035,-98.9336,-114.761,125.845,107.17,-92.6494,,,,,,,
4-9-18_Schnable_49-395-js106-154_2018-04-13_04-21-54_10093200,JS106,395,PI_552861,2018-04-13,12cm,-23.2805,165.648,-36.3752,113.069,135.527,170.323,-30.4718,155.01,133.293,-7.96039,,,,,
4-9-18_Schnable_49-395-js106-154_2018-04-16_04-22-08_10280200,JS106,395,PI_552861,2018-04-16,12cm,18.7466,159.847,-16.3935,51.4497,173.246,143.742,-33.8058,66.0681,121.445,-25.9525,53.0004,,,,
4-9-18_Schnable_49-396-js239-382_2018-04-11_04-23-53_9980300,JS239,396,PI_656082,2018-04-11,12cm,-173.768,11.5386,-179.207,-22.9658,-175.957,,,,,,,,,,
4-9-18_Schnable_49-396-js239-382_2018-04-13_04-24-09_10093300,JS239,396,PI_656082,2018-04-13,12cm,-178.557,5.11219,177.693,-25.4384,169.266,,,,,,,,,,
4-9-18_Schnable_49-396-js239-382_2018-04-16_04-24-24_10280300,JS239,396,PI_656082,2018-04-16,12cm,171.151,-9.35508,161.877,-45.8572,163.589,-45.8746,,,,,,,,,
4-9-18_Schnable_49-398-js264-422_2018-04-11_04-28-19_9980500,JS264,398,PI_656121,2018-04-11,12cm,-7.64915,-172.117,-21.023,-166.03,26.9039,-161.54,,,,,,,,,
4-9-18_Schnable_49-398-js264-422_2018-04-13_04-28-55_10093500,JS264,398,PI_656121,2018-04-13,12cm,-8.25823,-166.017,-13.9978,-158.518,-149.784,23.5131,,,,,,,,,
4-9-18_Schnable_49-398-js264-422_2018-04-16_04-28-51_10280500,JS264,398,PI_656121,2018-04-16,12cm,16.1578,-146.699,7.90757,72.1836,-134.752,45.0633,-133.063,57.3131,,,,,,,
4-9-18_Schnable_49-399-JS179-269_2018-04-11_04-30-33_9980600,JS179,399,PI_655974,2018-04-11,12cm,-13.0954,-166.353,168.069,-20.464,-4.64246,1.98647,,,,,,,,,
4-9-18_Schnable_49-399-JS179-269_2018-04-13_04-31-09_10093600,JS179,399,PI_655974,2018-04-13,12cm,-45.5428,-33.6619,-8.52413,178.255,155.003,-12.5081,-175,,,,,,,,
4-9-18_Schnable_49-399-JS179-269_2018-04-16_04-31-05_10280600,JS179,399,PI_655974,2018-04-16,12cm,-41.4563,-26.3765,-13.7356,148.054,-7.84723,179.35,161.475,,,,,,,,
4-9-18_Schnable_49-400-js31-3-53_2018-04-11_04-32-46_9980700,JS31,400,PI_533866,2018-04-11,12cm,-146.834,10.1841,-169.519,3.22675,15.0345,-165.17,,,,,,,,,
4-9-18_Schnable_49-400-js31-3-53_2018-04-13_04-33-22_10093700,JS31,400,PI_533866,2018-04-13,12cm,-100.555,62.8263,-114.962,50.8981,-119.437,-124.942,67.2503,,,,,,,,
4-9-18_Schnable_49-400-js31-3-53_2018-04-16_04-33-19_10280700,JS31,400,PI_533866,2018-04-16,12cm,168.544,-22.1091,145.94,-32.0114,-30.2154,-2.99047,137.136,,,,,,,,
4-9-18_Schnable_49-401-js182-272_2018-04-11_04-35-03_9980800,JS182,401,PI_655977,2018-04-11,12cm,176.372,3.62127,179.223,-153.704,-95.6029,-13.6173,-156.19,-21.0797,-173.972,-178.863,,,,,
4-9-18_Schnable_49-401-js182-272_2018-04-13_04-35-36_10093800,JS182,401,PI_655977,2018-04-13,12cm,-161.831,11.0683,-165.69,-135.745,-149.378,-1.52691,-162.384,-159.491,112.222,12.9362,-53.2253,,,,
4-9-18_Schnable_49-401-js182-272_2018-04-16_04-35-32_10280800,JS182,401,PI_655977,2018-04-16,12cm,32.3634,-172.985,14.2176,22.7197,177.732,-5.2394,11.3636,121.294,124.225,0.252887,-6.19482,-170.974,-127.271,,
4-9-18_Schnable_49-402-js41-3-68_2018-04-11_04-37-15_9980900,JS41,402,PI_533915,2018-04-11,12cm,116.48,-89.2367,-63.6666,101.247,102.155,-75.4976,106.192,,,,,,,,
4-9-18_Schnable_49-402-js41-3-68_2018-04-13_04-37-49_10093900,JS41,402,PI_533915,2018-04-13,12cm,-22.2121,30.1789,-168.808,18.8446,-148.886,14.0296,-165.267,24.9949,-165.954,,,,,,
4-9-18_Schnable_49-402-js41-3-68_2018-04-16_04-37-46_10280900,JS41,402,PI_533915,2018-04-16,12cm,-143.779,13.6551,-158.205,36.4044,-161.509,24.6072,-146.16,-0.609963,-140.352,,,,,,
4-9-18_Schnable_49-403-js69-1-98_2018-04-11_04-39-28_9981000,JS69,403,PI_533987,2018-04-11,12cm,148.371,-34.9252,-95.8789,142.356,-45.6431,145.614,154.849,-64.0165,,,,,,,
4-9-18_Schnable_49-403-js69-1-98_2018-04-13_04-40-02_10094000,JS69,403,PI_533987,2018-04-13,12cm,160.228,-15.8076,152.242,-23.5349,166.962,-21.0136,177.955,-60.0285,,,,,,,
4-9-18_Schnable_49-403-js69-1-98_2018-04-16_04-40-02_10281000,JS69,403,PI_533987,2018-04-16,12cm,-174.763,-18.1694,159.252,-12.3541,172.641,-6.14743,170.895,-42.6627,-153.784,,,,,,
4-9-18_Schnable_49-404-js189-296_2018-04-11_04-41-42_9981100,JS189,404,PI_656000,2018-04-11,12cm,158.183,28.6603,-176.437,34.5571,-147.447,-167.752,40.5541,,,,,,,,
4-9-18_Schnable_49-404-js189-296_2018-04-13_04-42-17_10094100,JS189,404,PI_656000,2018-04-13,12cm,-7.7521,-91.0791,33.4022,-87.2135,75.6201,-113.344,57.2735,-111.086,,,,,,,
4-9-18_Schnable_49-404-js189-296_2018-04-16_04-42-20_10281100,JS189,404,PI_656000,2018-04-16,12cm,47.313,2.33032,82.4696,0.00974286,37.8043,139.337,70.3379,-37.0424,-55.7746,109.872,,,,,
4-9-18_Schnable_49-405-js229-361_2018-04-11_04-43-55_9981200,JS229,405,PI_656062,2018-04-11,12cm,-14.8013,-136.077,19.0716,-160.036,39.0675,42.6273,-149.997,116.228,,,,,,,
4-9-18_Schnable_49-405-js229-361_2018-04-13_04-44-31_10094200,JS229,405,PI_656062,2018-04-13,12cm,-42.2301,62.3786,-72.9818,81.4748,-75.6716,80.4176,156.965,-141.664,,,,,,,
4-9-18_Schnable_49-405-js229-361_2018-04-16_04-44-30_10281200,JS229,405,PI_656062,2018-04-16,12cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-407-JS225-357_2018-04-11_04-48-23_9981400,JS225,407,PI_656058,2018-04-11,12cm,-130.138,-6.4907,32.3505,-171.929,28.5104,-158.033,24.0128,-145.495,,,,,,,
4-9-18_Schnable_49-407-JS225-357_2018-04-13_04-48-58_10094400,JS225,407,PI_656058,2018-04-13,12cm,-151.421,-20.4929,167.68,6.2168,-174.85,-164.97,8.37,,,,,,,,
4-9-18_Schnable_49-407-JS225-357_2018-04-16_04-48-56_10281400,JS225,407,PI_656058,2018-04-16,12cm,-150.193,-19.6588,154.486,-9.39767,171.1,-9.71947,-22.9293,152.156,,,,,,,
4-9-18_Schnable_49-408-js19-32_2018-04-11_04-50-37_9981500,JS19,408,PI_533810,2018-04-11,12cm,-155.368,1.63159,157.998,-33.7746,2.72137,167.227,10.3468,-154.974,-51.7627,,,,,,
4-9-18_Schnable_49-408-js19-32_2018-04-13_04-51-11_10094500,JS19,408,PI_533810,2018-04-13,12cm,-148.319,170.087,-155.136,175.896,10.3668,-44.5679,-15.5918,-173.92,-39.7942,,,,,,
4-9-18_Schnable_49-408-js19-32_2018-04-16_04-51-10_10281500,JS19,408,PI_533810,2018-04-16,12cm,-116.89,-160.183,44.3107,-132.658,27.9446,171.662,-125.512,-23.4416,-128.714,,,,,,
