,,,,Leaf 1,,,Leaf 2,,,Leaf 3,,,Leaf 4,,,Leaf 5,,,Leaf 6,,,Leaf 7,,,Leaf 8,,,Leaf 9,,,Leaf 10,,,Leaf 11,,,Leaf 12,,,Leaf 13,,,Leaf 14,,,Leaf 15,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-16_03-30-48_10277900,0.804745,TRUE,0.0338387,-0.439335,32.0463,127.767,-0.392368,31.4456,-51.1354,-0.366928,26.6469,119.797,-0.312133,27.3052,-42.4694,-0.278865,15.7837,139.46,-0.184932,19.8196,125.6,-0.181018,18.0595,-23.9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-11_03-32-42_9978000,0.877797,FALSE,0.168479,-0.435421,32.5594,-87.7395,-0.398239,29.5509,68.7729,-0.374755,29.2983,-120.667,-0.345401,21.8026,83.5083,-0.318004,22.7973,-106.909,-0.267123,18.6936,104.115,-0.265166,23.362,30.4384,-0.167319,32.3916,21.9623,-0.167319,30.8153,-101.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-13_03-32-49_10091000,0.873021,TRUE,0.111477,-0.419765,42.963,10.1106,-0.400196,29.2708,166.009,-0.378669,32.474,-8.82062,-0.351272,19.7509,-167.07,-0.341487,35.4689,86.7869,-0.321918,25.6046,-24.1622,-0.312133,17.7083,-65.2595,-0.274951,23.64,141.158,-0.237769,24.872,-35.2184,-0.130137,29.4651,118.196,-0.130137,19.1481,-0.273237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-16_03-33-01_10278000,0.888509,FALSE,0.110771,-0.437378,81.6487,-146.966,-0.431507,35.5008,59.6499,-0.394325,33.9094,-143.022,-0.388454,31.4378,-127.508,-0.386497,30.8519,49.0797,-0.357143,24.3055,-126.139,-0.353229,28.1462,-9.59838,-0.319961,27.6321,9.77788,-0.282779,27.0609,-166.495,-0.226027,29.2774,-96.844,-0.2182,19.2421,56.0078,-0.214286,19.123,21.584,-0.190802,18.2564,-161.446,-0.0949119,24.8284,-169.748,-0.0733855,30.1161,91.1192,-0.0714286,37.2963,-37.2037,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-11_03-34-56_9978100,0.826779,FALSE,0.10093,-0.443249,48.7004,-61.8162,-0.411937,35.7156,80.6021,-0.400196,41.7537,-66.1312,-0.3591,26.4448,85.1193,-0.33953,33.1233,-54.4015,-0.304305,13.0734,-179.897,-0.302348,19.4352,116.353,-0.267123,27.2207,-56.9513,-0.141879,30.966,-53.0237,-0.110568,11.4494,-138.928,-0.108611,35.0406,110.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-13_03-35-02_10091100,0.885665,FALSE,0.0688557,-0.419765,35.3905,80.9744,-0.402153,46.7437,-55.5639,-0.353229,31.2799,63.6087,-0.353229,20.315,92.3441,-0.345401,37.2095,-42.407,-0.343444,17.8643,-81.0166,-0.306262,20.2434,95.0322,-0.272994,30.9689,-54.7608,-0.226027,12.503,-104.851,-0.22407,25.0549,-22.5221,0.0675147,30.2146,-107.392,0.0675147,47.3611,-169.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-16_03-35-15_10278100,0.882364,TRUE,0.112656,-0.425636,43.7037,128.575,-0.406067,43.4334,-47.2804,-0.374755,27.7666,92.6875,-0.345401,32.7008,-34.7792,-0.31409,23.2588,126.669,-0.298434,27.7712,-43.0937,-0.237769,33.355,146.703,-0.204501,13.3227,-111.323,-0.14775,27.4351,-29.8329,-0.0127202,8.3227,-163.395,-0.0107632,28.4373,-127.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-11_03-37-10_9978200,0.857079,TRUE,0.055833,-0.345401,32.9327,22.425,-0.323875,31.222,-163.949,-0.300391,24.1686,14.1563,-0.24364,26.9836,-147.043,-0.181018,16.4212,23.3181,-0.177104,19.9848,-163.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-13_03-37-16_10091200,0.866274,TRUE,0.0310038,-0.347358,33.7764,0.77691,-0.323875,30.1773,161.569,-0.298434,27.0635,-13.0078,-0.253425,23.9676,175.476,-0.186888,26.4162,-24.8821,-0.116438,22.4585,156.778,-0.114481,19.0629,-3.55026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-16_03-37-31_10278200,0.850506,TRUE,0.0346772,-0.349315,34.8447,123.656,-0.327789,32.3145,-74.1275,-0.308219,29.1439,98.3542,-0.265166,26.9097,-59.7069,-0.233855,27.2472,100.843,-0.165362,14.3387,-77.9266,-0.0675147,24.4787,128.757,-0.0675147,14.981,-79.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-11_03-39-23_9978300,0.871682,TRUE,0.0453911,-0.357143,38.426,145.537,-0.343444,31.7582,-25.996,-0.323875,41.4544,163.506,-0.308219,19.9763,-23.3473,-0.261252,21.6232,169.441,-0.216243,36.0938,-176.082,-0.186888,20.2192,17.8689,-0.184932,23.1424,1.83737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-13_03-39-32_10091300,0.878752,FALSE,0.0651696,-0.382583,36.9264,171.337,-0.355186,29.4741,5.62808,-0.323875,36.4984,-158.351,-0.323875,32.3338,133.883,-0.308219,21.1545,-1.96466,-0.253425,23.6968,-170.747,-0.237769,23.0784,28.5743,-0.200587,17.2302,-144.545,-0.19863,25.423,26.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-16_03-39-44_10278300,0.836645,FALSE,0.12846,-0.378669,58.7004,179.941,-0.374755,45.3668,-159.903,-0.366928,16.5506,79.0027,-0.366928,34.9804,173.652,-0.337573,36.8887,-149.928,-0.337573,35.4724,35.388,-0.337573,33.5851,124.75,-0.316047,17.7949,39.3123,-0.255382,26.8292,-149.47,-0.237769,28.2703,44.6599,-0.151663,30.1997,65.9445,-0.149706,25.9986,-147.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-11_03-41-39_9978400,0.788601,TRUE,0.076846,-0.451076,22.536,-118.771,-0.443249,39.119,55.5385,-0.319961,27.5018,37.0437,-0.300391,24.5508,-138.966,-0.22407,23.5109,16.3367,-0.188845,29.9507,-148.696,-0.0518591,44.7253,-152.484,-0.0107632,37.5792,-10.6306,-0.00880626,31.444,-21.9074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-13_03-41-45_10091400,0.606999,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-16_03-41-58_10278400,0.691463,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-11_03-43-51_9978500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-13_03-43-59_10091500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-16_03-44-12_10278500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-11_03-46-04_9978600,0.772737,TRUE,0.09432,-0.347358,72.7904,-134.301,-0.327789,69.4791,-3.07296,-0.28865,34.8652,-126.759,-0.265166,45.6481,23.8466,-0.22407,26.6281,-137.465,-0.181018,23.6062,23.2639,-0.110568,22.4375,-141.93,-0.110568,19.6044,72.4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-13_03-46-13_10091600,0.611801,FALSE,0.218382,-0.345401,84.708,-43.2843,-0.33953,95.7032,-139.061,-0.214286,54.9808,-157.57,-0.206458,34.4744,-169.547,-0.181018,34.2603,-13.7086,-0.126223,18.3946,-179.23,-0.126223,3.81249,-8.85846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-16_03-46-26_10278600,0.519667,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-11_03-48-17_9978700,0.804798,TRUE,0.0521077,-0.398239,42.2989,13.2233,-0.376712,31.4987,-76.8983,-0.341487,34.0712,66.0924,-0.300391,26.2317,-99.4887,-0.255382,25.9868,48.3028,-0.134051,19.5709,-144.229,-0.132094,37.359,111.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-13_03-48-26_10091700,0.855335,TRUE,0.0333256,-0.406067,45.536,47.9058,-0.380626,30.4963,9.52946,-0.341487,31.8754,134.361,-0.304305,28.7241,-20.2838,-0.257339,28.9472,128.749,-0.202544,18.4016,4.82816,-0.10274,24.48,-170.892,-0.0988258,25.4307,-47.9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-16_03-48-39_10278700,0.85823,TRUE,0.0706943,-0.40411,40.3411,99.2399,-0.372798,34.2501,34.3845,-0.341487,33.1157,151.014,-0.310176,30.6574,9.34502,-0.261252,33.5352,148.629,-0.233855,26.4316,6.72422,-0.186888,18.0076,157.372,-0.055773,19.2016,-17.984,-0.0538161,34.3596,-147.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-11_03-50-31_9978800,0.886813,TRUE,0.0702596,-0.433464,18.3912,60.3463,-0.372798,32.271,178.529,-0.331703,21.237,3.30031,-0.280822,28.2518,-177.758,-0.22407,22.6906,-12.6323,-0.200587,19.1784,173.954,-0.0949119,31.7163,-163.572,0.0479452,34.4709,-26.4549,0.0479452,26.4217,-5.33783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-13_03-50-40_10091800,0.88984,TRUE,0.183045,-0.42955,16.8232,51.1181,-0.392368,28.7785,173.369,-0.331703,21.5362,-2.30101,-0.284736,30.6435,178.49,-0.227984,25.8423,-21.2588,-0.216243,33.0866,-177.034,-0.137965,47.814,-179.257,-0.118395,21.5512,-141.32,0.0518591,10.9028,-13.3604,0.0518591,34.0289,-10.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-16_03-50-53_10278800,0.901211,FALSE,0.112486,-0.419765,22.8469,123.355,-0.390411,32.9917,165.599,-0.337573,18.785,12.6457,-0.284736,34.3964,-175.809,-0.190802,23.3332,-1.5374,-0.190802,23.0656,-119.759,-0.134051,55.5605,178.736,-0.0890411,9.59815,155.263,-0.0303327,9.07543,-103.252,0.0283757,14.4947,-94.0826,0.0283757,45.4116,-153.719,0.0812133,40.2988,-19.2133,0.186888,33.8228,-6.33361,0.186888,28.3874,-3.19844,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-11_03-52-44_9978900,0.88895,TRUE,0.044711,-0.40998,19.1104,179.06,-0.372798,27.7928,9.95312,-0.323875,23.4096,170.055,-0.292564,30.1927,5.23742,-0.194716,22.4239,2.46524,-0.188845,30.4248,-164.745,-0.136008,20.1739,176.993,-0.0909981,27.8012,3.1595,-0.00489238,31.1171,-163.394,-0.00293541,28.0284,166.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-13_03-52-53_10091900,0.892751,FALSE,0.0717695,-0.413894,25.6494,159.971,-0.382583,21.0698,91.594,-0.366928,26.9803,23.5278,-0.321918,29.9011,178.663,-0.294521,24.4087,16.4657,-0.200587,20.4872,30.0256,-0.194716,28.2078,-158.965,-0.00293541,9.70162,159.726,-0.00293541,40.2504,-166.918,0.0694716,32.8885,12.0602,0.0694716,30.873,-22.7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-16_03-53-09_10278900,0.889912,TRUE,0.125641,-0.423679,28.0749,152.292,-0.376712,23.4008,37.8314,-0.337573,25.6613,176.369,-0.296477,24.559,28.426,-0.186888,37.9836,-155.8,-0.137965,32.2191,25.6822,-0.110568,24.0224,-148.748,-0.0283757,30.2474,165.398,0.0616438,23.169,-40.6808,0.0616438,51.0246,31.5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-11_03-54-58_9979000,0.85706,TRUE,0.038597,-0.390411,23.2744,150.682,-0.368885,34.502,-21.9948,-0.335616,24.8959,-179.713,-0.306262,28.8474,-25.3533,-0.272994,23.7247,178.852,-0.235812,23.2026,-16.1219,-0.124266,25.7197,-10.1784,-0.124266,21.1145,133.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-13_03-55-09_10092000,0.867888,TRUE,0.0388936,-0.398239,24.3251,-3.9461,-0.370842,32.5438,164.895,-0.33953,25.0337,15.082,-0.310176,27.6382,159.268,-0.282779,22.9052,-7.78356,-0.241683,22.812,166.521,-0.200587,23.759,-11.996,-0.0792564,31.7915,-54.3336,-0.0772994,27.1615,-176.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-16_03-55-23_10279000,0.862652,TRUE,0.0961497,-0.402153,24.4534,-0.863294,-0.370842,32.7996,168.055,-0.347358,25.0601,22.393,-0.310176,28.5001,151.732,-0.286693,27.0456,8.64642,-0.24364,24.8633,165.598,-0.222113,24.5535,-0.0741905,-0.134051,21.4703,169.786,-0.100783,14.2185,5.73101,-0.100783,18.5082,-129.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-11_03-57-11_9979100,0.822904,TRUE,0.0595504,-0.415851,36.0753,75.2775,-0.388454,26.773,-104.046,-0.357143,26.0298,44.1246,-0.318004,24.2254,-122.297,-0.278865,17.5478,44.6483,-0.204501,24.7474,-130.313,-0.126223,16.7788,33.706,-0.126223,5.28746,146.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-13_03-57-23_10092100,0.828372,TRUE,0.0521445,-0.417808,34.953,151.232,-0.386497,29.0851,-26.0726,-0.357143,28.3909,126.094,-0.319961,26.4004,-42.3725,-0.280822,21.1578,119.148,-0.237769,15.9883,-62.4982,-0.122309,22.0151,136.7,-0.122309,12.3314,-61.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-16_03-57-37_10279100,0.857413,TRUE,0.0542678,-0.417808,34.6875,-158.619,-0.390411,28.8613,21.8579,-0.361057,29.2361,179.615,-0.319961,26.2066,14.7471,-0.286693,25.6213,-178.453,-0.249511,17.0692,2.89824,-0.214286,24.3171,-170.411,-0.100783,15.7511,-3.82344,-0.00293541,21.043,-170.568,-0.00293541,12.9202,41.0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-11_03-59-24_9979200,0.85534,TRUE,0.0638637,-0.439335,22.9717,-144.622,-0.372798,34.7753,-6.45487,-0.341487,27.8103,-150.188,-0.310176,26.2804,0.696222,-0.26908,25.7162,-178.244,-0.2182,23.703,19.6146,-0.149706,20.2285,163.711,-0.149706,26.6784,27.5484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-13_03-59-37_10092200,0.837046,TRUE,0.125779,-0.421722,35.1259,-157.942,-0.374755,35.0323,-25.9158,-0.343444,31.5007,-169.538,-0.31409,27.2955,-27.5037,-0.276908,25.7445,175.794,-0.24364,29.3257,-7.83559,-0.157534,15.007,151.669,-0.0988258,24.1349,24.7458,-0.0968689,26.1053,154.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-385-js205-320_2018-04-16_03-59-51_10279200,0.80972,TRUE,0.209402,-0.42955,40.7237,-134.217,-0.38454,24.6349,-10.7001,-0.347358,42.1284,-165.576,-0.31409,17.963,-12.4798,-0.274951,40.5988,179.371,-0.263209,25.1246,-7.59046,-0.200587,35.5368,178.751,-0.0655577,28.3469,130.791,0.155577,46.7783,19.4298,0.155577,44.1177,-7.04003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-11_04-01-37_9979300,0.844599,TRUE,0.0230721,-0.378669,42.6741,17.7267,-0.363014,47.592,177.022,-0.335616,39.8662,-1.75247,-0.308219,32.2681,-174.881,-0.247554,25.0996,9.06009,-0.151663,16.9691,-179.71,-0.151663,19.8161,-29.2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-13_04-01-51_10092300,0.852385,TRUE,0.0531987,-0.382583,42.6559,50.8243,-0.364971,47.6688,-165.543,-0.335616,41.7577,30.9002,-0.310176,34.6208,-152.071,-0.274951,29.5958,29.9872,-0.194716,15.2851,-151.413,-0.145793,19.0942,26.3065,-0.145793,10.9919,-171.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-386-JS176-257_2018-04-16_04-02-04_10279300,0.816404,TRUE,0.0610743,-0.380626,40.5632,70.9904,-0.366928,49.2377,-164.314,-0.33953,41.551,46.5209,-0.310176,40.8036,-149.592,-0.276908,38.3885,34.1989,-0.259295,30.6167,-149.848,-0.137965,20.5209,28.4233,-0.137965,23.8763,-129.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-11_04-03-51_9979400,0.871284,TRUE,0.0551081,-0.327789,28.6764,-91.5948,-0.302348,32.0291,100.502,-0.263209,26.3907,-98.8106,-0.231898,25.8013,102.325,-0.092955,23.4073,-85.5141,-0.092955,19.5904,100.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-13_04-04-04_10092400,0.881077,TRUE,0.0359248,-0.329746,27.0342,-20.1981,-0.308219,34.6036,168.712,-0.265166,27.1547,-35.695,-0.239726,28.8933,-175.747,-0.0909981,29.2159,-177.538,-0.0303327,24.5728,-29.8544,-0.0283757,13.7564,-46.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-387-js261-419_2018-04-16_04-04-18_10279400,0.88246,TRUE,0.0582171,-0.333659,31.7635,56.343,-0.304305,32.3674,-116.507,-0.284736,22.6268,-134.211,-0.271037,29.3002,50.6043,-0.2182,24.6635,54.3156,-0.0831703,17.9454,-102.517,-0.0831703,18.2781,43.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-11_04-06-05_9979500,0.84616,TRUE,0.0502749,-0.351272,44.0942,-57.6662,-0.331703,40.5818,-61.1771,-0.290607,32.4716,114.466,-0.216243,21.9642,-61.2044,-0.214286,25.9408,130.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-13_04-06-18_10092500,0.7943,TRUE,0.115857,-0.353229,45.0502,-15.2432,-0.327789,44.4886,-14.5554,-0.292564,42.8859,168.001,-0.263209,22.7107,-5.78041,-0.163405,23.761,139.875,-0.163405,26.0953,-9.27599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-388-js203-316_2018-04-16_04-06-32_10279500,0.805666,TRUE,0.144151,-0.361057,43.2704,0.930842,-0.329746,48.1088,-3.98225,-0.296477,52.5395,168.833,-0.278865,42.5293,-4.02728,-0.214286,29.0696,161.584,-0.132094,28.9479,-6.99283,-0.130137,22.2798,-134.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-11_04-08-18_9979600,0.844984,FALSE,0.132568,-0.376712,37.7589,-148.753,-0.341487,33.4074,-14.4451,-0.308219,37.7608,-174.957,-0.237769,44.7979,-169.942,-0.161448,31.8531,16.3125,-0.159491,56.5101,-3.96809,-0.157534,69.795,-33.4773,-0.0577299,28.6239,-115.591,-0.0401174,25.1186,-36.1927,-0.0381605,21.0818,130.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-13_04-08-31_10092600,0.809613,FALSE,0.15598,-0.378669,40.9857,-153.465,-0.33953,33.2516,-15.0746,-0.306262,39.2142,-174.216,-0.292564,34.8415,174.138,-0.261252,43.3044,-174.023,-0.210372,26.7611,38.5657,-0.159491,54.4077,1.65423,-0.157534,63.4546,-13.0412,-0.108611,32.4733,-132.415,-0.0440313,24.5195,-16.9493,-0.0440313,34.9411,-159.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-389-js140-203_2018-04-16_04-08-47_10279600,0.788025,FALSE,0.18944,-0.378669,35.9154,-162.717,-0.343444,38.599,-12.1657,-0.310176,36.9337,-165.938,-0.298434,35.0668,-110.84,-0.261252,46.1444,-177.945,-0.229941,34.2526,25.9816,-0.227984,45.9005,-2.36739,-0.202544,40.94,-98.2304,-0.169276,30.7818,-179.848,-0.0577299,35.353,-5.3029,0.0127202,28.3313,-108.902,0.0146771,19.4843,22.4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-390-js179-269_2018-04-11_04-10-32_9979700,0.863833,TRUE,0.032746,-0.33953,33.1247,-171.15,-0.335616,29.3883,-10.252,-0.31409,21.4155,-2.35437,-0.210372,32.9976,-179.728,-0.210372,17.0912,-2.09823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-390-js179-269_2018-04-13_04-10-47_10092700,0.849871,TRUE,0.0294194,-0.357143,29.4637,18.2291,-0.353229,30.7749,-165.83,-0.323875,25.6485,24.2563,-0.229941,18.7168,-8.67887,-0.165362,29.6967,122.883,-0.165362,30.0926,-12.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-390-js179-269_2018-04-16_04-11-00_10279700,0.715897,TRUE,0.0786926,-0.423679,28.8666,-169.007,-0.40998,10.7251,-65.6658,-0.380626,22.6195,165.385,-0.372798,19.3406,-121.407,-0.325832,18.0669,-67.1672,-0.323875,19.6928,169.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-391-js143-209_2018-04-11_04-12-45_9979800,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-391-js143-209_2018-04-13_04-13-01_10092800,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-391-js143-209_2018-04-16_04-13-14_10279800,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-392-js42-69_2018-04-11_04-14-58_9979900,0.453279,TRUE,0.320796,-0.257339,#NAME?,0,-0.226027,#NAME?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-392-js42-69_2018-04-13_04-15-14_10092900,0.523859,TRUE,0.273924,-0.292564,35.4381,-154.737,-0.22407,55.6726,-30.1423,-0.169276,39.8844,-135.36,-0.110568,36.1874,-36.8468,-0.110568,16.969,-121.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-392-js42-69_2018-04-16_04-15-28_10279900,0.865714,TRUE,0.0519974,-0.382583,36.3047,-74.3851,-0.337573,36.3788,-144.272,-0.302348,36.3416,-21.6638,-0.263209,31.3215,168.708,-0.220157,29.6004,1.07261,-0.143836,14.3413,-168.029,-0.0812133,35.5603,-15.0459,-0.0812133,30.6762,-151.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-393-js154-223_2018-04-11_04-17-11_9980000,0.396756,TRUE,0.101705,-0.443249,94.2416,-170.085,-0.441292,163.236,141.127,-0.431507,123.03,173.358,-0.392368,110.515,-147.308,-0.388454,107.81,-176.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-393-js154-223_2018-04-13_04-17-28_10093000,0.855583,TRUE,0.0528376,-0.376712,33.6905,176.75,-0.351272,38.7649,-9.6171,-0.341487,34.1561,173.782,-0.298434,25.2576,-14.3288,-0.261252,28.5219,166.565,-0.19863,19.9692,139.927,-0.145793,15.0017,12.1656,-0.145793,17.3407,-95.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
