,,,,Leaf 1,,,Leaf 2,,,Leaf 3,,,Leaf 4,,,Leaf 5,,,Leaf 6,,,Leaf 7,,,Leaf 8,,,Leaf 9,,,Leaf 10,,,Leaf 11,,,Leaf 12,,,Leaf 13,,,Leaf 14,,,Leaf 15,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-16_03-10-43_10277000,0.854117,FALSE,0.0612621,-0.449119,16.6613,-11.5096,-0.380626,21.2835,-173.282,-0.310176,18.0087,66.0573,-0.310176,8.88361,-25.4401,-0.200587,8.40317,-51.5028,-0.200587,34.3488,41.8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-11_03-12-40_9977100,0.848606,FALSE,0.0755392,-0.376712,28.481,4.31585,-0.376712,23.3839,171.424,-0.325832,28.4075,0.816422,-0.323875,15.4583,-119.535,-0.271037,17.6447,172.134,-0.271037,33.328,-165.397,-0.263209,26.0269,-99.654,-0.214286,27.0246,15.1122,-0.130137,62.6716,-105.986,-0.12818,18.7249,-145.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-13_03-12-44_10090100,0.845171,FALSE,0.115194,-0.417808,17.4952,-166.044,-0.402153,9.94052,132.298,-0.376712,24.9952,7.70684,-0.31409,25.6272,11.3388,-0.271037,28.5379,-159.642,-0.271037,16.2316,168.921,-0.261252,25.0839,-173.05,-0.227984,27.5458,-8.15581,-0.122309,24.3567,-159.742,-0.122309,32.7722,-1.89864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-16_03-12-56_10277100,0.855127,FALSE,0.0930116,-0.447162,23.9049,133.406,-0.390411,21.2216,13.9125,-0.312133,33.3006,19.9563,-0.274951,21.8376,115.898,-0.272994,28.1131,-176.698,-0.247554,44.538,16.2438,-0.214286,39.5833,156.504,-0.212329,22.5617,-147.145,-0.159491,62.7824,-109.951,-0.0772994,57.4539,13.7778,-0.0772994,25.0768,-89.6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-11_03-14-53_9977200,0.820751,TRUE,0.0311886,-0.388454,27.5378,-164.568,-0.349315,29.3399,-3.72278,-0.345401,29.1626,-179.67,-0.278865,10.7095,147.003,-0.163405,34.6194,47.5609,-0.163405,29.9108,-179.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-13_03-14-58_10090200,0.866672,TRUE,0.131305,-0.394325,28.3648,24.7842,-0.361057,7.28914,58.9104,-0.357143,26.7437,-169.924,-0.327789,20.2487,-26.2606,-0.276908,19.4368,-14.0849,-0.177104,35.1757,-60.5199,-0.177104,35.9223,-158.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-16_03-15-14_10277200,0.860661,TRUE,0.0630186,-0.408023,26.7645,46.5326,-0.368885,22.9263,-165.333,-0.345401,22.8024,24.2861,-0.300391,21.8324,-11.6384,-0.239726,30.7537,-173.051,-0.0949119,44.4754,-86.7415,-0.0949119,36.0167,-162.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-11_03-17-07_9977300,0.871782,FALSE,0.0897639,-0.376712,31.033,3.92699,-0.355186,31.4976,177.066,-0.355186,13.6966,134.18,-0.318004,40.3539,-3.95166,-0.310176,32.7245,177.382,-0.261252,20.0237,-16.3402,-0.184932,36.1749,175.369,-0.182975,23.3396,-4.92021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-13_03-17-12_10090300,0.87846,FALSE,0.0597109,-0.390411,29.5856,38.4512,-0.357143,33.7946,-148.583,-0.335616,43.7039,37.1889,-0.325832,23.5184,-118.374,-0.325832,7.28971,28.0527,-0.284736,30.3317,26.1559,-0.263209,40.2051,-6.77234,-0.208415,44.3731,-141.35,-0.157534,44.7975,-11.2833,-0.15362,14.2453,-153.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-16_03-17-23_10277300,0.880228,FALSE,0.0724335,-0.394325,33.6693,12.0469,-0.357143,33.0826,-177.625,-0.353229,16.1729,161.187,-0.319961,46.2088,19.9349,-0.319961,28.7663,123.845,-0.316047,37.1319,173.097,-0.302348,28.1305,21.3482,-0.26908,34.3264,-33.8343,-0.263209,25.8056,-159.138,-0.194716,32.8969,5.76344,-0.122309,32.7142,-141.444,-0.120352,16.4038,13.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-11_03-19-21_9977400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-13_03-19-26_10090400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-16_03-19-37_10277400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-11_03-21-34_9977500,0.848665,FALSE,0.04229,-0.439335,21.139,-122.893,-0.425636,24.211,-96.9471,-0.370842,18.413,-167.581,-0.331703,30.158,-29.8587,-0.329746,23.2277,-9.3566,-0.292564,14.086,-162.83,-0.267123,13.983,-3.23716,-0.149706,43.9283,157.179,-0.149706,33.0171,37.9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-13_03-21-39_10090500,0.856975,FALSE,0.0863278,-0.441292,24.6481,-70.5086,-0.433464,14.1827,-32.7673,-0.364971,24.4768,-81.7439,-0.364971,22.464,-55.6684,-0.363014,22.8337,36.3604,-0.310176,15.82,-98.1775,-0.276908,16.075,41.3209,-0.247554,31.6166,-43.1412,-0.12818,41.4248,56.0362,-0.12818,35.8588,-159.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-16_03-21-53_10277500,0.863626,FALSE,0.0775406,-0.431507,40.6524,-154.621,-0.366928,24.4848,-144.234,-0.351272,16.1202,-60.3278,-0.351272,45.642,-107.703,-0.310176,18.1678,178.731,-0.284736,20.8726,-36.495,-0.2182,24.8688,165.705,-0.19863,41.4633,-120.007,-0.10274,29.9798,128.519,-0.100783,21.7777,-48.7481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-11_03-23-48_9977600,0.826169,TRUE,0.0534859,-0.398239,26.3611,169.168,-0.374755,31.5578,-10.6264,-0.33953,26.4821,153.392,-0.318004,24.2244,-22.053,-0.280822,18.4605,168.939,-0.200587,20.5098,18.3589,-0.19863,14.4918,-137.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-13_03-23-55_10090600,0.827577,TRUE,0.0613871,-0.400196,25.5734,115.769,-0.382583,35.1487,-38.6704,-0.33953,29.1265,111.652,-0.321918,27.116,-48.0191,-0.292564,23.0773,124.271,-0.212329,43.7893,-91.9019,-0.136008,24.6038,153.036,-0.136008,17.8103,-30.4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-16_03-24-06_10277600,0.828528,TRUE,0.0546196,-0.390411,45.7955,42.0897,-0.382583,30.9698,-92.8478,-0.345401,31.0587,37.179,-0.325832,32.6443,-129.706,-0.308219,33.3285,76.7767,-0.272994,18.8055,-133.33,-0.2182,20.9795,69.3525,-0.2182,2.05348,-106.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-11_03-26-01_9977700,0.856505,FALSE,0.0899557,-0.406067,75.2727,-153.545,-0.390411,21.9432,6.59174,-0.380626,70.2382,-171.206,-0.378669,31.5034,-153.856,-0.370842,41.1522,-173.836,-0.337573,52.8576,-161.405,-0.261252,20.4762,-54.5055,-0.216243,64.2482,45.5244,-0.216243,54.7351,-16.3278,-0.159491,33.6309,125.866,-0.159491,25.5003,-45.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-13_03-26-08_10090700,0.867637,FALSE,0.0696024,-0.441292,79.1856,-20.3873,-0.425636,55.4526,24.3138,-0.400196,60.8017,18.9587,-0.400196,59.1655,-27.5228,-0.390411,27.3129,155.989,-0.374755,35.6037,-34.0659,-0.343444,18.1026,104.827,-0.323875,48.6643,-21.4877,-0.323875,37.5372,33.3654,-0.304305,16.5767,122.087,-0.210372,36.4077,-57.0157,-0.192759,26.5946,168.818,-0.190802,31.0512,-27.9403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-16_03-26-20_10277700,0.846661,FALSE,0.312297,-0.392368,38.6912,16.6174,-0.372798,33.4193,-161.302,-0.337573,47.3155,-153.245,-0.308219,17.1092,-15.5518,-0.308219,33.9215,27.6764,-0.278865,36.4689,-158.465,-0.216243,27.3732,54.1468,-0.137965,49.0666,167.25,-0.137965,37.1536,-14.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-11_03-28-15_9977800,0.854729,TRUE,0.0454332,-0.398239,33.1396,148.426,-0.351272,34.7956,-22.5942,-0.310176,23.9759,150.167,-0.24364,29.9662,-12.5281,-0.214286,22.65,115.973,-0.212329,27.6514,-16.3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-13_03-28-22_10090800,0.85952,TRUE,0.0416972,-0.398239,33.0346,132.395,-0.3591,34.1824,-49.1774,-0.316047,30.6225,127.535,-0.249511,34.5922,-56.297,-0.202544,42.8618,106.172,-0.177104,39.2544,-50.953,-0.177104,23.7141,132.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-16_03-28-34_10277800,0.875159,TRUE,0.0682972,-0.398239,35.6414,69.4447,-0.363014,32.1263,-118.361,-0.318004,41.3842,65.8247,-0.276908,34.0302,-108.819,-0.272994,43.8254,40.0556,-0.165362,58.5734,-128.916,-0.157534,17.113,-166.379,-0.15362,40.5455,10.7088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-11_03-30-33_9977900,0.769619,TRUE,0.0226533,-0.413894,39.2428,163.977,-0.386497,27.8769,-13.6975,-0.353229,21.7165,155.362,-0.316047,13.9268,-30.1498,-0.227984,15.8024,136.582,-0.227984,27.5248,-17.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-13_03-30-35_10090900,0.796396,TRUE,0.0380474,-0.42955,30.3379,154.876,-0.388454,29.9454,-24.5011,-0.355186,24.5946,147.631,-0.325832,21.5371,-51.876,-0.216243,25.4104,6.64828,-0.216243,21.3723,165.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-16_03-30-48_10277900,0.804745,TRUE,0.0338387,-0.439335,21.211,140.423,-0.392368,33.8201,-50.9967,-0.366928,23.5848,124.778,-0.312133,39.0134,-35.931,-0.278865,18.402,141.731,-0.184932,21.2872,163.33,-0.181018,29.4994,-19.5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-11_03-32-42_9978000,0.877797,FALSE,0.168479,-0.435421,29.667,-98.0145,-0.398239,29.1992,72.1256,-0.374755,30.6402,-116.813,-0.345401,19.1871,79.5022,-0.318004,26.8545,-104.4,-0.267123,37.7825,123.375,-0.265166,30.1785,45.4297,-0.167319,49.4646,20.2436,-0.167319,33.4698,-98.0791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-13_03-32-49_10091000,0.873021,TRUE,0.111477,-0.419765,34.8397,7.63022,-0.400196,33.248,165.35,-0.378669,34.632,-33.0227,-0.351272,24.2789,-141.413,-0.341487,53.8539,81.6285,-0.321918,31.4734,-33.3498,-0.312133,29.046,-90.0366,-0.274951,30.008,168.342,-0.237769,32.9001,-40.8055,-0.130137,27.8287,131.82,-0.130137,31.23,-7.6672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-373-js79-3-111_2018-04-16_03-33-01_10278000,0.888509,FALSE,0.110771,-0.437378,81.6487,-146.966,-0.431507,24.8943,52.2882,-0.394325,39.9695,-140.617,-0.388454,31.6274,-128.278,-0.386497,28.8865,42.9351,-0.357143,18.7102,-134.567,-0.353229,28.0924,-47.2397,-0.319961,47.1564,4.46825,-0.282779,30.594,-152.098,-0.226027,44.3408,-65.1283,-0.2182,38.6757,92.1031,-0.214286,27.2307,28.4857,-0.190802,32.0045,-170.538,-0.0949119,38.0658,-170.83,-0.0733855,51.8255,87.6086,-0.0714286,37.7528,-42.9098,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-11_03-34-56_9978100,0.826779,FALSE,0.10093,-0.443249,58.2385,-60.907,-0.411937,36.3274,88.982,-0.400196,37.7613,-69.5593,-0.3591,32.9303,95.4933,-0.33953,34.0413,-57.1847,-0.304305,23.822,-172.655,-0.302348,27.8057,118.992,-0.267123,36.5497,-49.6752,-0.141879,18.1281,-16.5971,-0.110568,31.5772,-143.469,-0.108611,45.5402,97.5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-13_03-35-02_10091100,0.885665,FALSE,0.0688557,-0.419765,32.8975,94.7543,-0.402153,46.8738,-55.206,-0.353229,37.1897,60.3842,-0.353229,26.9127,109.58,-0.345401,34.5832,-51.1574,-0.343444,32.6227,-109.317,-0.306262,31.0796,97.7476,-0.272994,36.4423,-42.1706,-0.226027,26.7265,-115.469,-0.22407,32.7277,-23.4596,0.0675147,42.6006,-94.7789,0.0675147,26.6342,-130.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-374-js79-2-111_2018-04-16_03-35-15_10278100,0.882364,TRUE,0.112656,-0.425636,36.5946,135.495,-0.406067,41.7106,-42.2664,-0.374755,25.9568,105.603,-0.345401,33.2498,-40.7458,-0.31409,30.9208,127.162,-0.298434,29.1829,-79.4891,-0.237769,39.9195,153.171,-0.204501,27.1894,-113.47,-0.14775,28.5351,-22.1466,-0.0127202,55.2122,113.46,-0.0107632,27.437,-142.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-11_03-37-10_9978200,0.857079,TRUE,0.055833,-0.345401,27.3163,25.4602,-0.323875,25.9543,-167.24,-0.300391,22.7859,26.5802,-0.24364,27.2133,-142.784,-0.181018,26.2535,11.8441,-0.177104,9.43355,-149.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-13_03-37-16_10091200,0.866274,TRUE,0.0310038,-0.347358,27.6799,0.351655,-0.323875,27.0103,174.162,-0.298434,24.8091,-21.4451,-0.253425,25.3156,-178.833,-0.186888,31.6898,-39.1832,-0.116438,31.1767,160.961,-0.114481,20.5639,-24.2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-375-js76-3-108_2018-04-16_03-37-31_10278200,0.850506,TRUE,0.0346772,-0.349315,28.3682,125.709,-0.327789,32.7311,-69.546,-0.308219,35.0732,71.8898,-0.265166,26.7902,-59.4714,-0.233855,32.9248,87.0779,-0.165362,20.0886,-53.704,-0.0675147,32.3515,128.831,-0.0675147,21.7146,-47.3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-11_03-39-23_9978300,0.871682,TRUE,0.0453911,-0.357143,44.5642,145.147,-0.343444,35.9746,-24.747,-0.323875,47.1938,164.472,-0.308219,24.2935,-2.46566,-0.261252,33.3043,157.148,-0.216243,35.699,176.578,-0.186888,21.6609,8.71613,-0.184932,13.9473,7.70139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-13_03-39-32_10091300,0.878752,FALSE,0.0651696,-0.382583,45.3751,162.141,-0.355186,29.3307,8.99376,-0.323875,30.6632,-150.398,-0.323875,28.1515,111.614,-0.308219,22.0954,0.964492,-0.253425,38.5899,-179.294,-0.237769,33.1068,18.0721,-0.200587,17.4163,-163.845,-0.19863,24.148,27.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-376-js10-3-19_2018-04-16_03-39-44_10278300,0.836645,FALSE,0.12846,-0.378669,56.6818,177.261,-0.374755,36.7458,-163.948,-0.366928,18.1794,77.2796,-0.366928,26.007,169.948,-0.337573,33.1415,-153.315,-0.337573,32.1489,33.9209,-0.337573,58.3886,139.705,-0.316047,19.6684,30.2817,-0.255382,46.6395,-155.4,-0.237769,35.2817,27.5475,-0.151663,42.6931,49.8396,-0.149706,41.7054,-163.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-11_03-41-39_9978400,0.788601,TRUE,0.076846,-0.451076,15.657,-49.5859,-0.443249,27.6378,58.3466,-0.319961,26.6241,34.3927,-0.300391,23.3167,-123.305,-0.22407,25.3945,27.81,-0.188845,35.1334,-157.397,-0.0518591,58.4484,-155.902,-0.0107632,42.3196,-25.8715,-0.00880626,20.9664,15.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-13_03-41-45_10091400,0.606999,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-377-js219-343_2018-04-16_03-41-58_10278400,0.691463,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-11_03-43-51_9978500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-13_03-43-59_10091500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-378-EMPTY-_2018-04-16_03-44-12_10278500,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-11_03-46-04_9978600,0.772737,TRUE,0.09432,-0.347358,65.3561,-134.236,-0.327789,62.3294,-4.9881,-0.28865,31.529,-122.988,-0.265166,43.0234,26.1986,-0.22407,24.7172,-134.54,-0.181018,28.3598,14.7447,-0.110568,24.3929,-129.092,-0.110568,25.1934,53.9629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-13_03-46-13_10091600,0.611801,FALSE,0.218382,-0.345401,69.5779,-38.3787,-0.33953,89.3571,-140.069,-0.214286,50.2496,-150.383,-0.206458,31.1652,-167.727,-0.181018,32.5879,-12.7492,-0.126223,31.6767,-158.379,-0.126223,11.5105,-36.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-379-js104-3-150_2018-04-16_03-46-26_10278600,0.519667,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-11_03-48-17_9978700,0.804798,TRUE,0.0521077,-0.398239,35.4064,15.1622,-0.376712,26.2372,-72.9069,-0.341487,28.8428,62.2813,-0.300391,17.9256,-93.9081,-0.255382,31.6325,44.3657,-0.134051,22.1844,-178.174,-0.132094,44.8549,105.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-13_03-48-26_10091700,0.855335,TRUE,0.0333256,-0.406067,36.5392,48.3843,-0.380626,24.9478,9.66035,-0.341487,25.7548,132.529,-0.304305,22.2166,-8.91591,-0.257339,35.2889,130.169,-0.202544,23.9769,-4.1449,-0.10274,34.4476,165.13,-0.0988258,16.0464,-64.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-380-js29-51_2018-04-16_03-48-39_10278700,0.85823,TRUE,0.0706943,-0.40411,33.9085,101.628,-0.372798,30.9473,38.303,-0.341487,28.7207,156.936,-0.310176,29.3901,5.06765,-0.261252,36.603,145.398,-0.233855,23.9076,8.85436,-0.186888,27.6713,163.165,-0.055773,27.3324,-10.542,-0.0538161,36.2048,-154.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-11_03-50-31_9978800,0.886813,TRUE,0.0702596,-0.433464,16.5908,56.3593,-0.372798,29.7976,179.27,-0.331703,25.5976,-7.06084,-0.280822,36.6876,-167.496,-0.22407,35.8284,-6.38586,-0.200587,34.2735,169.689,-0.0949119,38.3776,160.176,0.0479452,44.7701,-22.8092,0.0479452,9.58402,-8.50389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-13_03-50-40_10091800,0.88984,TRUE,0.183045,-0.42955,18.181,48.4313,-0.392368,26.6757,179.712,-0.331703,31.4659,-30.6026,-0.284736,36.9234,-168.389,-0.227984,34.797,-26.7039,-0.216243,54.5223,-159.69,-0.137965,45.9004,177.865,-0.118395,28.6082,-136.724,0.0518591,12.0825,-151.97,0.0518591,47.8931,-2.49207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-381-js16-1-29_2018-04-16_03-50-53_10278800,0.901211,FALSE,0.112486,-0.419765,15.0837,107.988,-0.390411,30.7257,163.906,-0.337573,28.7928,7.88995,-0.284736,43.5843,-175.348,-0.190802,16.0764,-15.7785,-0.190802,46.1214,-143.297,-0.134051,47.3161,-178.092,-0.0890411,7.05491,176.614,-0.0303327,20.2709,-133.604,0.0283757,23.723,-71.7353,0.0283757,57.7354,-149.259,0.0812133,45.7813,-17.5528,0.186888,40.7134,8.48706,0.186888,33.7907,-48.3212,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-11_03-52-44_9978900,0.88895,TRUE,0.044711,-0.40998,17.2744,177.674,-0.372798,24.6783,5.77234,-0.323875,22.4013,159.534,-0.292564,32.141,5.28536,-0.194716,36.8022,8.24294,-0.188845,37.3199,-172.084,-0.136008,29.63,-179.498,-0.0909981,25.3543,15.6666,-0.00489238,41.6808,-154.222,-0.00293541,18.808,117.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-13_03-52-53_10091900,0.892751,FALSE,0.0717695,-0.413894,27.7901,154.602,-0.382583,16.2075,114.489,-0.366928,24.9934,29.9677,-0.321918,31.4682,-172.094,-0.294521,27.3452,12.4208,-0.200587,34.8559,17.2052,-0.194716,39.7332,-167.872,-0.00293541,4.18039,71.515,-0.00293541,42.2031,-164.117,0.0694716,42.0404,14.7507,0.0694716,23.5149,-49.3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-382-js16-2-29_2018-04-16_03-53-09_10278900,0.889912,TRUE,0.125641,-0.423679,28.9448,160.158,-0.376712,19.7048,34.7509,-0.337573,23.8961,164.721,-0.296477,28.674,18.8856,-0.186888,60.1779,-157.491,-0.137965,54.1942,31.3697,-0.110568,38.6188,-154.889,-0.0283757,52.9529,162.568,0.0616438,26.6703,-54.92,0.0616438,66.2872,42.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-11_03-54-58_9979000,0.85706,TRUE,0.038597,-0.390411,20.3468,146.259,-0.368885,31.1196,-21.0414,-0.335616,25.2691,158.787,-0.306262,25.5293,-40.4856,-0.272994,19.0454,174.869,-0.235812,26.8359,-20.597,-0.124266,37.4397,-23.4619,-0.124266,37.8918,136.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-13_03-55-09_10092000,0.867888,TRUE,0.0388936,-0.398239,27.5068,-2.13294,-0.370842,29.323,169.318,-0.33953,19.9866,15.3049,-0.310176,24.6641,153.654,-0.282779,20.4644,-17.0937,-0.241683,28.0935,155.584,-0.200587,37.1337,-10.1205,-0.0792564,35.0909,-39.4336,-0.0772994,35.5054,179.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-383-js113-168_2018-04-16_03-55-23_10279000,0.862652,TRUE,0.0961497,-0.402153,27.0219,-0.725144,-0.370842,29.8932,168.904,-0.347358,24.4383,19.6601,-0.310176,28.9905,142.75,-0.286693,28.6114,9.05011,-0.24364,26.0921,149.326,-0.222113,31.163,14.3562,-0.134051,22.943,174.287,-0.100783,9.2154,55.9201,-0.100783,35.3685,-121.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-384-js81-1-113_2018-04-11_03-57-11_9979100,0.822904,TRUE,0.0595504,-0.415851,36.2261,80.8719,-0.388454,26.2077,-106.54,-0.357143,25.013,52.7598,-0.318004,22.0182,-126.548,-0.278865,22.8651,70.2942,-0.204501,28.225,-120.416,-0.126223,16.3912,58.6541,-0.126223,2.10506,34.9449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
