,,,,Leaf 1,,,Leaf 2,,,Leaf 3,,,Leaf 4,,,Leaf 5,,,Leaf 6,,,Leaf 7,,,Leaf 8,,,Leaf 9,,,Leaf 10,,,Leaf 11,,,Leaf 12,,,Leaf 13,,,Leaf 14,,,Leaf 15,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant name,Accuracy reconstruction,Topology skeleton,Error skeleton,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,height,theta,phi,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-13_02-39-18_10088600,0.874906,FALSE,0.170894,-0.396282,16.8223,-121.333,-0.363014,33.2987,13.9641,-0.26908,16.2427,-131.416,-0.159491,25.0259,49.149,-0.159491,39.8849,-103.476,-0.132094,42.8886,22.8419,-0.12818,33.102,60.0546,-0.0596869,17.3015,160.391,-0.0577299,20.318,162.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-16_02-39-31_10275600,0.833727,FALSE,0.154636,-0.406067,25.1945,31.0897,-0.372798,26.82,165.942,-0.271037,17.424,13.4361,-0.186888,33.3289,-19.766,-0.120352,24.5987,-26.5632,-0.114481,42.8573,171.555,-0.112524,35.4167,-149.254,-0.0870841,20.4569,-77.4807,-0.0870841,23.3493,-34.2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-11_02-41-32_9975700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-13_02-41-31_10088700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-350-EMPTY-_2018-04-16_02-41-44_10275700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-11_02-43-45_9975800,0.879426,TRUE,0.0664786,-0.390411,35.1358,-145.314,-0.372798,30.7124,0.044415,-0.341487,31.4736,-2.15384,-0.327789,40.9351,162.009,-0.31409,20.6506,24.6366,-0.241683,28.1865,20.1968,-0.171233,17.4596,-6.18059,-0.157534,24.3786,-176.253,-0.151663,34.3987,67.6827,-0.151663,23.3812,-138.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-13_02-43-44_10088800,0.609937,FALSE,0.152617,-0.431507,31.0484,146.525,-0.42955,34.8704,8.20273,-0.425636,42.5729,-6.33268,-0.413894,26.9028,-18.6306,-0.413894,23.2183,136.716,-0.38454,25.8989,-174.814,-0.370842,18.1409,-111.413,-0.366928,32.3004,13.3772,-0.343444,16.8874,-43.6475,-0.341487,26.457,-149.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-16_02-43-58_10275800,0.677232,FALSE,0.0890357,-0.42955,48.5554,-164.029,-0.427593,23.2216,-179.667,-0.394325,10.2169,-54.824,-0.357143,33.9117,157.02,-0.329746,4.17833,-148.594,-0.329746,23.2622,-34.4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-11_02-45-58_9975900,0.849424,TRUE,0.064133,-0.347358,26.4785,15.94,-0.343444,29.238,-159.074,-0.310176,30.2078,-5.24629,-0.274951,24.746,-166.985,-0.237769,18.7744,-7.09557,-0.120352,15.1131,162.908,-0.118395,17.3821,61.8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-13_02-45-57_10088900,0.854541,TRUE,0.056209,-0.353229,25.8506,-12.6892,-0.347358,23.2923,-48.3549,-0.343444,29.8676,175.313,-0.274951,29.7325,175.942,-0.235812,22.0833,-31.3519,-0.155577,21.2702,168.729,-0.104697,20.2778,22.2674,-0.104697,12.6912,121.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-16_02-46-11_10275900,0.812728,TRUE,0.105838,-0.357143,25.5839,-1.17328,-0.345401,32.3286,-162.606,-0.31409,31.9043,-25.5593,-0.280822,32.1778,-165.401,-0.259295,23.1019,-20.2018,-0.208415,22.477,-166.392,-0.132094,25.8128,-8.69172,-0.132094,10.9753,123.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-11_02-48-12_9976000,0.849254,FALSE,0.0948463,-0.386497,54.6345,0.575026,-0.38454,62.1499,-13.951,-0.374755,69.0794,-151.81,-0.351272,42.5122,1.95863,-0.310176,33.5796,-176.301,-0.257339,35.0992,-2.40926,-0.163405,29.6397,170.181,-0.163405,27.0716,16.6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-13_02-48-11_10089000,0.884962,TRUE,0.0527287,-0.388454,43.0424,-25.181,-0.372798,58.9949,-109.587,-0.351272,41.0477,27.2052,-0.31409,34.6659,-139.326,-0.26908,32.1058,26.5495,-0.216243,18.3552,-162.858,-0.139922,22.9784,-145.612,-0.139922,17.5961,50.9241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-16_02-48-25_10276000,0.883979,TRUE,0.0941168,-0.374755,70.3322,-124.13,-0.363014,50.6917,-59.6696,-0.347358,44.9747,4.32078,-0.312133,36.233,-148.454,-0.271037,34.82,8.20671,-0.231898,19.5881,171.287,-0.220157,15.5107,155.693,-0.208415,12.3367,-105.229,-0.200587,26.0578,10.9841,-0.0909981,14.9868,-179.392,-0.0890411,9.69935,63.3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-11_02-50-25_9976100,0.87572,TRUE,0.0812074,-0.366928,28.9157,40.5809,-0.347358,22.8603,172.288,-0.323875,28.7588,5.78044,-0.267123,19.5711,173.007,-0.222113,24.435,-15.3778,-0.177104,12.6418,138.184,-0.175147,10.1794,-160.311,-0.171233,15.1382,167.826,-0.171233,18.1368,-8.8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-13_02-50-24_10089100,0.880539,TRUE,0.0884098,-0.361057,31.189,55.9788,-0.355186,22.4136,155.642,-0.325832,30.933,-16.6579,-0.276908,19.5159,146.562,-0.227984,22.6617,-27.7642,-0.177104,17.6764,149.472,-0.14775,8.92192,173.288,-0.14775,14.0089,-38.5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-16_02-50-40_10276100,0.881647,TRUE,0.106864,-0.361057,31.6225,-150.224,-0.3591,21.9161,-144.513,-0.351272,24.9103,-27.9204,-0.329746,31.4974,141.717,-0.310176,17.3814,17.0168,-0.280822,21.335,-40.9997,-0.265166,13.8531,-10.2427,-0.235812,22.5933,146.541,-0.200587,18.0344,-36.7111,-0.165362,17.6898,144.185,-0.104697,18.4234,-29.0374,-0.016634,23.571,-26.833,-0.0146771,18.5247,122.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-11_02-52-38_9976200,0.858642,TRUE,0.0843079,-0.411937,51.1544,-58.8303,-0.406067,33.7665,173.393,-0.363014,33.3246,-32.0129,-0.325832,34.4382,154.37,-0.282779,28.4098,-20.8893,-0.247554,26.382,151.964,-0.177104,29.3496,138.034,-0.136008,32.5114,-19.9858,-0.136008,26.6681,14.9245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-13_02-52-39_10089200,0.866223,FALSE,0.0811838,-0.417808,55.6651,154.876,-0.417808,172.717,-69.0266,-0.380626,24.5028,77.8284,-0.378669,36.5246,177.241,-0.378669,35.4023,35.5771,-0.361057,28.9658,145.996,-0.331703,28.1613,7.15932,-0.292564,33.2392,-171.208,-0.271037,24.2759,-171.85,-0.237769,22.5877,-0.00866894,-0.192759,33.758,-145.431,-0.159491,24.6485,-156.184,-0.100783,23.9951,9.02076,-0.100783,19.5804,-32.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-16_02-52-53_10276200,0.868693,TRUE,0.0591633,-0.425636,23.445,-112.233,-0.413894,61.9978,-23.287,-0.370842,43.1232,-9.41241,-0.33953,22.5916,-178.216,-0.282779,45.3426,8.5295,-0.274951,31.3229,8.28835,-0.253425,16.0723,41.4844,-0.241683,19.5912,-178.803,-0.0949119,23.9756,-176.732,-0.0949119,19.2468,54.8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-11_02-54-51_9976300,0.867175,FALSE,0.0378455,-0.390411,43.8177,174.2,-0.366928,38.9297,-173.399,-0.300391,34.0788,-22.9012,-0.300391,32.712,-27.7823,-0.296477,33.9683,-174.774,-0.216243,20.1857,-41.292,-0.214286,26.8034,-156.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-13_02-54-53_10089300,0.870813,TRUE,0.0431417,-0.396282,39.1016,170.956,-0.376712,34.3508,-170.055,-0.325832,38.0236,0.598699,-0.31409,35.5246,-164.475,-0.259295,23.3528,-18.7917,-0.186888,18.9964,-166.638,-0.186888,16.5439,-14.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-16_02-55-06_10276300,0.881921,TRUE,0.0967651,-0.396282,42.2027,-172.877,-0.38454,31.7908,-156.334,-0.337573,34.8501,29.2529,-0.323875,39.5544,-147.192,-0.316047,19.3194,39.4308,-0.282779,26.7924,-46.4136,-0.237769,6.08412,36.6174,-0.237769,21.5709,-154.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-11_02-57-05_9976400,0.840318,TRUE,0.0313723,-0.419765,55.3347,-177.721,-0.402153,32.0791,-26.0854,-0.392368,40.9201,-174.362,-0.355186,22.674,-12.055,-0.294521,16.5108,179.794,-0.233855,17.7032,7.65028,-0.157534,12.8184,115.668,-0.155577,25.8677,34.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-13_02-57-11_10089400,0.859258,TRUE,0.0814899,-0.427593,39.2476,-25.4537,-0.406067,32.934,114.155,-0.394325,40.6691,-39.0734,-0.3591,25.2504,118.07,-0.278865,18.3323,-50.7004,-0.239726,22.2895,140.257,-0.188845,14.9555,162.256,-0.188845,14.3866,-59.8589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-16_02-57-20_10276400,0.861771,FALSE,0.0432746,-0.421722,32.8924,5.3957,-0.408023,40.8303,-131.598,-0.408023,46.8096,-115.556,-0.366928,24.3417,13.1769,-0.298434,18.2307,-129.984,-0.251468,19.5987,39.4858,-0.177104,19.2917,-148.089,-0.106654,13.3605,62.6716,-0.104697,16.5943,-160.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-11_02-59-18_9976500,0.759302,TRUE,0.0360312,-0.437378,57.0568,-11.1734,-0.408023,65.0279,167.501,-0.355186,47.1488,21.1415,-0.323875,24.0273,161.936,-0.321918,10.6981,12.1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-13_02-59-20_10089500,0.761729,TRUE,0.03038,-0.437378,52.5362,-21.1015,-0.408023,74.2046,-175.653,-0.355186,45.0799,25.7976,-0.325832,38.4194,174.147,-0.229941,19.7293,101.584,-0.227984,23.5435,37.9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-16_02-59-34_10276500,0.773723,TRUE,0.103755,-0.453033,77.6722,-98.1255,-0.411937,72.3814,152.553,-0.363014,49.4829,-19.324,-0.318004,41.3542,139.566,-0.316047,28.0617,-18.5783,-0.31409,5.77845,152.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-11_03-01-33_9976600,0.844026,TRUE,0.0291579,-0.363014,28.0978,70.6787,-0.31409,39.4128,-161.279,-0.284736,20.2011,-9.87479,-0.282779,3.94005,-103.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-13_03-01-34_10089600,0.839527,TRUE,0.0296786,-0.372798,29.3917,52.3433,-0.316047,35.0217,178.955,-0.300391,6.98244,151.035,-0.300391,38.581,-17.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-16_03-01-47_10276600,0.843629,TRUE,0.0282913,-0.396282,25.1439,65.4944,-0.343444,23.0118,52.1844,-0.331703,34.1717,-175.688,-0.298434,44.5169,1.34808,-0.241683,22.566,-179.923,-0.241683,7.28583,-24.5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-360-js77-109_2018-04-11_03-03-46_9976700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-360-js77-109_2018-04-13_03-03-48_10089700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-360-js77-109_2018-04-16_03-04-01_10276700,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-11_03-05-59_9976800,0.826332,TRUE,0.0368197,-0.3591,60.0744,-167.408,-0.337573,47.4553,18.6608,-0.319961,47.6814,177.114,-0.286693,28.3633,9.632,-0.235812,25.3379,-177.738,-0.12818,18.1565,-10.8422,-0.12818,20.32,-157.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-13_03-06-02_10089800,0.84331,TRUE,0.0716093,-0.3591,59.9424,158.867,-0.33953,49.0881,7.44142,-0.327789,47.6268,152.058,-0.292564,37.7363,5.6868,-0.271037,33.1292,157.624,-0.200587,19.5061,0.970033,-0.126223,11.6517,170.96,-0.124266,14.2177,-1.14408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-16_03-06-16_10276800,0.868245,FALSE,0.064816,-0.347358,96.7252,172.221,-0.347358,95.0769,172.343,-0.341487,43.9647,25.8814,-0.337573,50.9899,179.73,-0.335616,26.3185,154.034,-0.296477,38.7359,26.9856,-0.282779,50.9498,170.88,-0.251468,23.8457,20.27,-0.179061,30.5212,167.935,-0.0851272,1.01027,-94.7515,-0.0851272,27.846,-166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-11_03-08-13_9976900,0.731269,TRUE,0.169364,-0.357143,176.564,158.357,-0.351272,38.6183,25.8849,-0.329746,37.4278,-115.34,-0.296477,26.6272,32.4206,-0.24364,24.8295,-138.039,-0.2182,17.8892,18.4611,-0.0127202,23.0219,171.281,-0.0127202,23.4297,36.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-13_03-08-17_10089900,0.805386,FALSE,0.234662,-0.357143,31.8687,6.48993,-0.271037,31.0353,-6.50073,-0.265166,55.0019,166.236,-0.265166,50.7787,161.923,-0.251468,37.2595,-179.49,-0.194716,20.9332,-9.22766,-0.092955,52.7313,-2.00879,-0.0890411,57.2386,-6.25027,-0.0675147,29.2718,161.176,0.0264188,16.3859,53.4952,0.0264188,21.8885,-177.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-16_03-08-30_10276900,0.836953,TRUE,0.20844,-0.364971,39.5844,133.873,-0.325832,37.2257,-52.256,-0.294521,36.8247,118.995,-0.249511,36.2159,-49.4044,-0.208415,33.417,121.319,-0.137965,20.5328,-56.6136,-0.0264188,18.6198,168.357,0.0753425,20.0509,-94.8557,0.0772994,12.5287,125.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-11_03-10-26_9977000,0.843777,TRUE,0.0474938,-0.45499,26.0765,3.3812,-0.372798,17.1583,-163.579,-0.31409,26.2173,35.7466,-0.265166,26.5455,-157.978,-0.202544,28.9383,22.2074,-0.200587,14.9403,4.63151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-13_03-10-30_10090000,0.852125,TRUE,0.0487276,-0.449119,34.918,24.4647,-0.376712,16.7227,-142.407,-0.323875,22.2566,58.0743,-0.300391,24.4977,-139.553,-0.237769,21.8401,45.2703,-0.235812,6.52645,40.3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-16_03-10-43_10277000,0.854117,FALSE,0.0612621,-0.449119,39.9644,13.1815,-0.380626,18.8076,-152.999,-0.310176,25.5259,61.1659,-0.310176,11.8038,-3.14806,-0.200587,13.6301,-9.63374,-0.200587,26.5456,43.9728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-11_03-12-40_9977100,0.848606,FALSE,0.0755392,-0.376712,26,0.531587,-0.376712,25.7315,-147.557,-0.325832,23.3459,-2.60125,-0.323875,18.8673,117.588,-0.271037,20.5611,-161.883,-0.271037,30.6302,-144.702,-0.263209,26.7361,-100.848,-0.214286,19.954,14.8253,-0.130137,40.0586,-108.902,-0.12818,22.5948,-116.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-13_03-12-44_10090100,0.845171,FALSE,0.115194,-0.417808,22.1629,-160.873,-0.402153,9.49656,134.633,-0.376712,27.3157,17.752,-0.31409,24.0665,11.8409,-0.271037,30.0326,-152.598,-0.271037,21.2655,-171.684,-0.261252,23.5969,-170.925,-0.227984,21.5586,6.07254,-0.122309,22.079,-132.631,-0.122309,16.0146,-25.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-16_03-12-56_10277100,0.855127,FALSE,0.0930116,-0.447162,34.7506,153.345,-0.390411,26.2129,14.6155,-0.312133,24.1188,19.8017,-0.274951,19.7711,-143.852,-0.272994,31.0704,-159.842,-0.247554,22.2594,13.9418,-0.214286,20.3909,168.975,-0.212329,20.0586,-161.869,-0.159491,23.1503,-106.433,-0.0772994,25.3559,-11.9756,-0.0772994,22.8692,-91.3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-11_03-14-53_9977200,0.820751,TRUE,0.0311886,-0.388454,38.7783,-164.336,-0.349315,31.9775,3.58981,-0.345401,28.37,-173.655,-0.278865,16.7814,139.723,-0.163405,22.2472,66.9933,-0.163405,38.668,170.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-13_03-14-58_10090200,0.866672,TRUE,0.131305,-0.394325,37.9135,31.0147,-0.361057,22.5068,20.4483,-0.357143,31.2243,-164.664,-0.327789,19.4837,-27.1867,-0.276908,23.6309,-13.8666,-0.177104,14.8033,-89.3821,-0.177104,29.9304,-154.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-16_03-15-14_10277200,0.860661,TRUE,0.0630186,-0.408023,33.7846,51.7453,-0.368885,31.3983,-154.034,-0.345401,24.7657,32.2375,-0.300391,26.5083,0.457905,-0.239726,25.282,-166.873,-0.0949119,22.9693,-112.128,-0.0949119,32.2554,-142.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-11_03-17-07_9977300,0.871782,FALSE,0.0897639,-0.376712,36.7177,-5.84348,-0.355186,28.917,177.325,-0.355186,25.4327,153.349,-0.318004,34.553,-5.19224,-0.310176,27.0111,165.117,-0.261252,27.0882,-1.25481,-0.184932,14.3743,-160.699,-0.182975,20.7813,-25.7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-13_03-17-12_10090300,0.87846,FALSE,0.0597109,-0.390411,37.1703,32.9623,-0.357143,30.4103,-148.258,-0.335616,35.1416,40.0633,-0.325832,23.1197,-160.676,-0.325832,10.4257,172.55,-0.284736,22.0099,43.9313,-0.263209,19.4332,14.4135,-0.208415,23.1509,-140.479,-0.157534,22.861,-15.8673,-0.15362,18.7028,-123.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-16_03-17-23_10277300,0.880228,FALSE,0.0724335,-0.394325,38.3688,9.22796,-0.357143,32.5694,-175.746,-0.353229,29.7255,172.654,-0.319961,36.3549,20.1292,-0.319961,19.7009,166.237,-0.316047,31.483,173.272,-0.302348,24.5753,17.0568,-0.26908,30.9305,-72.6102,-0.263209,27.2887,177.305,-0.194716,11.3358,-1.00241,-0.122309,21.3608,-128.346,-0.120352,20.7506,-20.9993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-11_03-19-21_9977400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-13_03-19-26_10090400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-367-js65-94_2018-04-16_03-19-37_10277400,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-11_03-21-34_9977500,0.848665,FALSE,0.04229,-0.439335,34.812,-132.724,-0.425636,24.211,-96.9471,-0.370842,17.6237,-137.985,-0.331703,37.8081,-18.9919,-0.329746,28.6823,-6.72329,-0.292564,16.1845,-166.738,-0.267123,17.5363,6.87966,-0.149706,18.3195,172.546,-0.149706,24.5269,45.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-13_03-21-39_10090500,0.856975,FALSE,0.0863278,-0.441292,33.3331,-78.8439,-0.433464,14.1827,-32.7673,-0.364971,21.1055,-66.6785,-0.364971,21.9988,-50.6516,-0.363014,25.5821,34.1482,-0.310176,14.3645,-99.4163,-0.276908,18.3293,50.9212,-0.247554,18.7801,-47.5424,-0.12818,13.4748,74.0186,-0.12818,18.8504,-123.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-16_03-21-53_10277500,0.863626,FALSE,0.0775406,-0.431507,41.602,-156.201,-0.366928,22.2706,-147.082,-0.351272,25.8393,-63.3543,-0.351272,39.6407,-87.2009,-0.310176,15.8114,171.03,-0.284736,20.7271,-34.9924,-0.2182,13.49,145.085,-0.19863,21.1079,-83.9019,-0.10274,6.95156,84.9009,-0.100783,34.3014,-29.7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-11_03-23-48_9977600,0.826169,TRUE,0.0534859,-0.398239,34.4767,179.492,-0.374755,40.9901,-1.93653,-0.33953,34.817,153.941,-0.318004,31.5245,-20.7703,-0.280822,16.5572,-178.736,-0.200587,13.8549,-14.141,-0.19863,16.6778,-146.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-13_03-23-55_10090600,0.827577,TRUE,0.0613871,-0.400196,34.8315,131.056,-0.382583,40.6841,-36.3046,-0.33953,38.2191,107.031,-0.321918,35.1198,-53.42,-0.292564,23.5142,133.62,-0.212329,17.1059,-70.3323,-0.136008,14.5255,160.481,-0.136008,15.9536,-64.7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-16_03-24-06_10277600,0.828528,TRUE,0.0546196,-0.390411,41.432,-168,-0.382583,43.0356,60.6029,-0.345401,39.2376,-174.895,-0.325832,37.2296,25.5959,-0.308219,31.683,-146.843,-0.272994,22.8361,27.3756,-0.2182,16.562,-137.017,-0.2182,6.32961,-28.2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-11_03-26-01_9977700,0.856505,FALSE,0.0899557,-0.406067,83.3067,-164.049,-0.390411,32.2958,12.5483,-0.380626,90.3205,-168.693,-0.378669,20.8807,-143.753,-0.370842,44.7665,178.642,-0.337573,49.4762,-176.762,-0.261252,8.98859,1.30357,-0.216243,58.9691,8.18814,-0.216243,57.2281,6.19249,-0.159491,21.1493,120.533,-0.159491,27.6318,42.3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
